Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,52.10,521,479,337778,0.1870,8.81,40.01,-416,17,0.51,3.04,41.7,2,127489,142
2000,50.20,502,498,340140,0.1840,8.88,40.07,-461,19,0.40,2.85,40.1,0,128416,252
3000,50.10,501,499,342324,0.1810,8.95,40.15,-452,20,0.38,2.88,39.4,1,129273,358
4000,52.70,527,473,344458,0.1780,9.03,40.22,-422,16,0.40,2.99,41.1,2,130110,472
5000,53.10,531,469,346528,0.1750,9.10,40.31,-436,16,0.40,2.94,40.4,0,130923,592
6000,52.10,521,479,348570,0.1720,9.18,40.42,-442,17,0.39,2.88,42.2,1,131724,717
7000,54.50,545,455,350472,0.1688,9.26,40.49,-410,20,0.41,3.08,40.2,1,132471,853
8000,55.20,552,448,352522,0.1658,9.34,40.58,-391,15,0.41,3.03,41.7,2,133275,1086
9000,51.80,518,482,354538,0.1628,9.42,40.65,-444,19,0.41,2.92,43.2,5,134066,1336
10000,52.80,528,472,356551,0.1598,9.50,40.73,-446,15,0.41,2.97,44.3,1,134856,1460
