Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,42.80,428,572,114979,0.3890,3.88,28.69,-513,16,0.50,2.61,38.0,2,40114,127
2000,45.90,459,541,122334,0.3880,3.98,29.09,-499,15,0.51,2.59,35.4,0,42999,245
3000,43.10,431,569,129597,0.3870,4.09,29.54,-518,18,0.51,2.61,37.5,1,45847,370
4000,47.80,478,522,136281,0.3860,4.21,30.03,-476,17,0.45,2.61,39.1,3,48468,489
5000,48.60,486,514,142606,0.3850,4.31,30.49,-462,20,0.42,2.70,36.1,1,50948,600
6000,43.90,439,561,149017,0.3840,4.41,30.96,-508,11,0.50,2.61,37.7,1,53462,721
7000,47.50,475,525,155251,0.3830,4.51,31.27,-470,14,0.50,2.71,37.4,1,55907,849
8000,44.30,443,557,161541,0.3820,4.60,31.61,-506,15,0.42,2.61,37.2,0,58374,977
9000,48.20,482,518,167302,0.3810,4.69,31.94,-458,18,0.38,2.68,36.8,1,60634,1110
10000,46.50,465,535,173001,0.3799,4.78,32.23,-479,12,0.39,2.66,37.8,2,62869,1246
