Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,50.90,509,491,363093,0.2532,9.34,41.21,-374,10,0.51,2.87,37.0,0,137457,127
2000,53.30,533,467,365097,0.2502,9.41,41.27,-373,13,0.51,2.89,38.9,0,138244,256
3000,54.70,547,453,366885,0.2469,9.47,41.37,-344,15,0.51,2.92,36.1,1,138946,378
4000,54.80,548,452,368769,0.2437,9.54,41.44,-361,15,0.51,3.00,36.9,0,139685,506
5000,56.70,567,433,370685,0.2406,9.60,41.51,-333,17,0.51,2.98,39.0,1,140437,635
6000,54.10,541,459,372618,0.2374,9.67,41.57,-365,11,0.51,2.96,39.5,1,141196,777
7000,53.90,539,461,374402,0.2341,9.74,41.63,-338,18,0.52,3.00,38.4,1,141897,922
8000,52.30,523,477,376205,0.2308,9.80,41.70,-364,18,0.52,2.92,37.0,0,142605,1126
9000,51.50,515,485,377995,0.2274,9.87,41.77,-368,10,0.52,2.92,38.3,1,143308,1348
10000,53.80,538,462,379697,0.2239,9.94,41.84,-360,20,0.53,2.88,37.8,0,143976,1604
