Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,49.20,492,508,290527,0.3292,7.31,38.31,-432,18,0.38,2.77,38.7,2,108977,108
2000,53.10,531,469,293549,0.3272,7.39,38.40,-393,16,0.39,2.85,40.2,3,110164,217
3000,47.90,479,521,296458,0.3252,7.45,38.53,-436,16,0.40,2.78,36.2,0,111305,320
4000,47.70,477,523,299464,0.3232,7.53,38.65,-432,18,0.39,2.79,40.5,4,112484,432
5000,49.70,497,503,302257,0.3210,7.60,38.76,-395,10,0.39,2.91,37.0,1,113580,538
6000,48.50,485,515,305217,0.3190,7.67,38.87,-423,16,0.42,2.85,38.8,1,114742,654
7000,52.60,526,474,307841,0.3167,7.74,38.97,-366,10,0.39,3.01,38.6,2,115772,768
8000,51.70,517,483,310581,0.3145,7.81,39.06,-386,19,0.45,2.89,38.7,1,116847,990
9000,52.50,525,475,313244,0.3123,7.88,39.17,-364,11,0.41,2.96,37.2,1,117892,1190
10000,51.80,518,482,315949,0.3101,7.95,39.27,-402,18,0.41,2.84,38.9,2,118954,1305
