Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,45.70,457,543,18325,0.3990,2.09,15.68,-534,11,0.41,2.60,33.8,3,6333,93
2000,49.10,491,509,32431,0.3980,2.37,19.00,-524,17,0.44,2.60,33.9,2,11209,191
3000,46.00,460,540,44469,0.3970,2.61,20.88,-511,11,0.32,2.59,34.4,2,15372,265
4000,46.80,468,532,55576,0.3960,2.92,22.45,-500,12,0.43,2.64,40.9,7,19212,389
5000,45.00,450,550,65829,0.3950,3.06,23.76,-536,15,0.46,2.48,34.4,1,22760,501
6000,47.40,474,526,75267,0.3940,3.22,24.85,-500,10,0.49,2.65,35.9,2,26026,632
7000,43.90,439,561,84165,0.3930,3.37,25.85,-519,13,0.49,2.53,35.6,1,29105,751
8000,46.60,466,534,92425,0.3920,3.50,26.62,-489,12,0.49,2.63,34.7,0,31964,874
9000,45.80,458,542,100212,0.3910,3.63,27.41,-520,15,0.48,2.57,35.4,1,34659,1010
10000,46.10,461,539,107487,0.3900,3.75,28.10,-498,14,0.38,2.62,34.8,0,37177,1148
11000,42.80,428,572,114979,0.3890,3.88,28.69,-513,16,0.50,2.61,38.0,2,40114,127
12000,45.90,459,541,122334,0.3880,3.98,29.09,-499,15,0.51,2.59,35.4,0,42999,245
13000,43.10,431,569,129597,0.3870,4.09,29.54,-518,18,0.51,2.61,37.5,1,45847,370
14000,47.80,478,522,136281,0.3860,4.21,30.03,-476,17,0.45,2.61,39.1,3,48468,489
15000,48.60,486,514,142606,0.3850,4.31,30.49,-462,20,0.42,2.70,36.1,1,50948,600
16000,43.90,439,561,149017,0.3840,4.41,30.96,-508,11,0.50,2.61,37.7,1,53462,721
17000,47.50,475,525,155251,0.3830,4.51,31.27,-470,14,0.50,2.71,37.4,1,55907,849
18000,44.30,443,557,161541,0.3820,4.60,31.61,-506,15,0.42,2.61,37.2,0,58374,977
19000,48.20,482,518,167302,0.3810,4.69,31.94,-458,18,0.38,2.68,36.8,1,60634,1110
20000,46.50,465,535,173001,0.3799,4.78,32.23,-479,12,0.39,2.66,37.8,2,62869,1246
21000,46.30,463,537,178323,0.3788,4.88,32.56,-464,17,0.38,2.65,39.0,1,64957,105
22000,47.10,471,529,183378,0.3776,4.98,32.87,-447,12,0.37,2.71,37.3,2,66940,204
23000,49.20,492,508,188190,0.3763,5.08,33.19,-440,12,0.38,2.67,37.3,0,68828,300
24000,48.10,481,519,193075,0.3751,5.18,33.47,-435,11,0.37,2.77,39.1,3,70744,407
25000,46.50,465,535,197971,0.3739,5.26,33.76,-459,15,0.39,2.76,37.6,1,72665,509
26000,46.60,466,534,202599,0.3726,5.35,34.03,-471,19,0.39,2.73,36.3,1,74481,614
27000,48.00,480,520,207109,0.3713,5.43,34.25,-460,19,1.06,2.78,36.3,0,76250,752
28000,45.80,458,542,211553,0.3699,5.52,34.48,-460,15,0.50,2.75,38.8,2,77994,905
29000,45.00,450,550,215948,0.3685,5.60,34.69,-473,17,0.47,2.70,36.1,1,79718,1086
30000,47.60,476,524,220162,0.3671,5.68,34.92,-481,16,0.40,2.67,36.4,0,81371,1255
31000,47.90,479,521,223785,0.3655,5.77,35.14,-440,15,0.39,2.75,36.4,1,82792,103
32000,51.20,512,488,227574,0.3639,5.86,35.32,-425,16,0.39,2.75,36.2,0,84278,200
33000,50.90,509,491,231643,0.3624,5.94,35.52,-416,15,0.39,2.73,38.1,0,85875,303
34000,50.80,508,492,235365,0.3608,6.02,35.74,-410,14,0.39,2.73,35.5,0,87335,406
35000,49.40,494,506,239113,0.3592,6.09,35.92,-425,13,0.39,2.73,35.7,0,88805,502
36000,51.40,514,486,242449,0.3574,6.18,36.09,-406,17,0.53,2.76,36.9,2,90114,662
37000,49.50,495,505,245830,0.3556,6.26,36.27,-424,17,0.53,2.69,35.5,0,91440,806
38000,49.50,495,505,249233,0.3539,6.34,36.44,-411,19,0.52,2.77,36.2,1,92776,951
39000,52.30,523,477,252805,0.3522,6.41,36.61,-402,13,0.52,2.86,37.3,2,94177,1132
40000,51.60,516,484,256101,0.3504,6.50,36.72,-394,20,0.47,2.79,38.6,1,95470,1358
41000,51.20,512,488,259520,0.3486,6.57,36.86,-390,13,0.43,2.90,36.4,1,96812,106
42000,49.20,492,508,262746,0.3467,6.65,37.03,-411,16,0.39,2.84,35.6,1,98078,205
43000,50.70,507,493,265873,0.3448,6.72,37.23,-395,19,0.44,2.82,36.4,1,99304,320
44000,52.60,526,474,269078,0.3430,6.79,37.36,-384,18,0.51,2.85,35.3,0,100562,446
45000,50.20,502,498,272279,0.3411,6.87,37.51,-415,14,0.50,2.75,39.1,2,101817,579
46000,49.10,491,509,275491,0.3392,6.94,37.65,-416,17,0.51,2.76,37.3,1,103077,707
47000,50.20,502,498,278573,0.3373,7.01,37.78,-400,19,0.52,2.85,36.6,0,104287,849
48000,47.50,475,525,281636,0.3353,7.09,37.93,-433,17,0.53,2.87,37.2,2,105489,1038
49000,51.50,515,485,284717,0.3334,7.16,38.07,-397,17,0.41,2.83,37.3,0,106698,1210
50000,49.30,493,507,287479,0.3312,7.24,38.19,-396,14,0.39,2.89,37.8,2,107782,1312
51000,49.20,492,508,290527,0.3292,7.31,38.31,-432,18,0.38,2.77,38.7,2,108977,108
52000,53.10,531,469,293549,0.3272,7.39,38.40,-393,16,0.39,2.85,40.2,3,110164,217
53000,47.90,479,521,296458,0.3252,7.45,38.53,-436,16,0.40,2.78,36.2,0,111305,320
54000,47.70,477,523,299464,0.3232,7.53,38.65,-432,18,0.39,2.79,40.5,4,112484,432
55000,49.70,497,503,302257,0.3210,7.60,38.76,-395,10,0.39,2.91,37.0,1,113580,538
56000,48.50,485,515,305217,0.3190,7.67,38.87,-423,16,0.42,2.85,38.8,1,114742,654
57000,52.60,526,474,307841,0.3167,7.74,38.97,-366,10,0.39,3.01,38.6,2,115772,768
58000,51.70,517,483,310581,0.3145,7.81,39.06,-386,19,0.45,2.89,38.7,1,116847,990
59000,52.50,525,475,313244,0.3123,7.88,39.17,-364,11,0.41,2.96,37.2,1,117892,1190
60000,51.80,518,482,315949,0.3101,7.95,39.27,-402,18,0.41,2.84,38.9,2,118954,1305
61000,52.00,520,480,318701,0.3079,8.01,39.38,-387,12,0.41,2.78,37.0,0,120033,109
62000,50.70,507,493,321279,0.3055,8.08,39.48,-392,16,0.39,2.86,37.6,1,121045,213
63000,54.80,548,452,323706,0.3031,8.14,39.60,-348,16,0.40,2.93,36.2,0,121998,315
64000,54.90,549,451,326088,0.3006,8.22,39.70,-348,14,0.52,2.96,39.5,3,122932,423
65000,55.80,558,442,328668,0.2982,8.28,39.80,-333,13,0.40,2.93,37.1,0,123945,532
66000,54.90,549,451,331069,0.2957,8.35,39.90,-351,12,0.41,2.95,36.8,0,124888,638
67000,54.90,549,451,333511,0.2933,8.41,39.98,-343,15,0.41,2.93,36.5,1,125846,785
68000,54.60,546,454,335878,0.2907,8.48,40.09,-356,11,0.41,2.97,38.8,2,126775,933
69000,53.10,531,469,338360,0.2883,8.54,40.16,-361,12,1.92,2.91,37.1,1,127749,1093
70000,55.10,551,449,340808,0.2859,8.60,40.25,-357,17,0.41,2.96,38.0,2,128710,1316
