Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,53.00,530,470,381341,0.2202,10.01,41.92,-349,16,0.50,2.93,38.5,2,144622,129
2000,51.90,519,481,382980,0.2166,10.07,42.01,-353,18,0.42,2.97,37.5,1,145265,236
3000,55.10,551,449,384762,0.2132,10.14,42.08,-339,17,0.33,2.98,38.8,0,145964,326
4000,54.60,546,454,386440,0.2096,10.21,42.16,-344,18,0.47,3.03,38.8,1,146623,450
5000,53.10,531,469,388423,0.2066,10.27,42.22,-365,12,0.45,3.02,39.1,2,147401,571
6000,54.40,544,456,390077,0.2030,10.34,42.29,-343,12,0.48,3.02,40.4,2,148050,703
7000,51.60,516,484,391911,0.1997,10.39,42.36,-367,12,0.51,2.94,36.5,0,148770,846
8000,52.00,520,480,393571,0.1961,10.46,42.43,-371,14,0.42,2.89,38.5,0,149422,993
9000,55.20,552,448,395221,0.1925,10.52,42.48,-314,15,0.38,3.11,36.9,0,150070,1083
10000,54.30,543,457,396870,0.1888,10.58,42.53,-324,16,0.50,3.07,37.0,0,150717,1269
