Batalhas,WinRate_Bloco,Epsilon,Reward,Ghost_Battles,Visitas_Est,Confianca
500,62.0,0.050,206129,0,11.38,43.9
1000,61.6,0.050,410629,0,11.49,43.9
1500,64.4,0.050,666797,0,11.61,44.0
2000,63.4,0.050,903309,0,11.72,44.1
2500,66.0,0.050,1191297,0,11.84,44.2
3000,63.6,0.050,1423894,0,11.94,44.3
3500,69.0,0.050,1763525,0,12.07,44.4
4000,67.6,0.050,2069590,0,12.18,44.5
4500,66.4,0.050,2359098,0,12.29,44.6
5000,62.8,0.050,2582364,0,12.40,44.6
5500,67.8,0.050,2897404,0,12.53,44.8
6000,61.0,0.050,3084016,0,12.64,44.8
6500,66.0,0.050,3366299,0,12.76,44.9
7000,63.0,0.050,3588313,0,12.87,45.0
7500,64.6,0.050,3848006,0,12.98,45.1
8000,66.0,0.050,4140575,0,13.10,45.1
8500,66.2,0.050,4429797,0,13.20,45.2
9000,62.8,0.050,4664108,0,13.32,45.3
9500,63.4,0.050,4909990,0,13.42,45.4
10000,69.2,0.050,5241854,0,13.54,45.4
