Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,54.90,549,451,92154,0.3670,4.60,33.86,-349,0,0.19,2.69,35.3,1,32449,76
2000,56.20,562,438,98341,0.3640,4.70,34.09,-306,0,0.16,2.80,33.3,0,34877,147
3000,62.10,621,379,104246,0.3610,4.81,34.34,-124,0,0.16,2.96,33.8,0,37195,219
4000,59.50,595,405,109665,0.3580,4.92,34.68,-197,0,0.16,2.86,33.8,0,39322,293
5000,59.20,592,408,114633,0.3550,5.05,35.05,-209,0,0.16,2.87,33.6,0,41272,367
6000,60.90,609,391,119236,0.3520,5.18,35.43,-146,0,0.16,2.98,33.4,0,43078,439
7000,60.20,602,398,123681,0.3490,5.30,35.71,-168,0,0.16,2.97,33.6,0,44823,512
8000,61.50,615,385,127925,0.3460,5.43,36.04,-127,0,0.16,2.98,33.8,0,46489,585
9000,62.30,623,377,132310,0.3430,5.54,36.35,-115,0,0.16,2.98,34.4,0,48210,661
10000,63.60,636,364,136352,0.3400,5.66,36.61,-66,0,0.16,3.04,33.6,0,49797,744
