Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,76.60,766,234,252235,0.1618,11.01,44.39,365,0,0.17,3.54,34.2,0,95310,75
2000,77.50,775,225,253437,0.1568,11.10,44.44,380,0,0.19,3.48,33.8,0,95782,149
3000,72.90,729,271,254528,0.1513,11.21,44.50,260,0,0.17,3.49,33.9,0,96211,222
4000,75.50,755,245,255601,0.1457,11.31,44.60,346,0,0.17,3.52,33.0,0,96632,297
5000,74.20,742,258,256810,0.1408,11.40,44.65,282,0,0.17,3.46,34.5,0,97107,371
6000,75.50,755,245,257999,0.1357,11.50,44.70,338,0,0.17,3.52,34.4,0,97574,450
7000,76.10,761,239,259101,0.1303,11.60,44.77,347,0,0.17,3.52,33.9,0,98007,525
8000,75.50,755,245,260288,0.1252,11.70,44.85,335,0,0.16,3.45,35.3,1,98474,602
9000,77.40,774,226,261507,0.1203,11.79,44.90,376,0,0.17,3.46,34.1,0,98953,679
10000,76.80,768,232,262559,0.1146,11.89,44.94,371,0,0.17,3.51,34.6,0,99366,766
