Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,76.70,767,233,327425,0.0500,19.36,48.81,382,0,0.16,3.67,35.0,0,124862,78
2000,73.10,731,269,328095,0.0500,19.44,48.86,276,0,0.16,3.54,35.9,1,125128,155
3000,75.90,759,241,328778,0.0500,19.53,48.88,359,0,0.17,3.65,36.0,1,125397,233
4000,77.10,771,229,329519,0.0500,19.61,48.91,382,1,0.16,3.55,36.8,2,125688,314
5000,74.60,746,254,330206,0.0500,19.69,48.95,325,0,0.17,3.58,35.0,1,125958,393
6000,74.00,740,260,330963,0.0500,19.76,48.97,302,0,0.17,3.55,34.8,1,126256,468
7000,75.90,759,241,331684,0.0500,19.84,49.01,357,0,0.17,3.64,37.6,1,126539,548
8000,74.90,749,251,332384,0.0500,19.92,49.05,339,0,0.17,3.63,34.4,1,126814,634
9000,76.40,764,236,332916,0.0500,20.00,49.08,385,0,0.17,3.68,33.5,0,127023,730
10000,75.50,755,245,333516,0.0500,20.08,49.12,338,0,0.17,3.58,34.4,1,127259,805
