Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,78.10,781,219,334086,0.0500,20.17,49.16,415,0,0.17,3.57,37.4,0,127483,79
2000,76.00,760,240,334749,0.0500,20.24,49.19,351,0,0.16,3.62,34.9,0,127744,156
3000,76.90,769,231,335413,0.0500,20.32,49.22,379,0,0.16,3.56,35.1,0,128005,231
4000,79.70,797,203,335931,0.0500,20.41,49.26,469,0,0.17,3.66,34.9,2,128209,310
5000,78.50,785,215,336528,0.0500,20.49,49.29,431,0,0.17,3.64,34.5,0,128443,384
6000,78.80,788,212,337172,0.0500,20.57,49.31,446,0,0.16,3.72,37.3,2,128696,468
7000,77.90,779,221,337740,0.0500,20.65,49.34,389,0,0.17,3.53,34.0,0,128920,544
8000,79.10,791,209,338331,0.0500,20.73,49.36,447,1,0.16,3.72,35.8,1,129152,622
9000,76.60,766,234,338912,0.0500,20.82,49.39,381,0,0.16,3.64,36.8,2,129381,704
10000,77.50,775,225,339564,0.0500,20.90,49.41,405,0,0.16,3.65,37.7,3,129637,802
