Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,79.50,795,205,240234,0.2121,9.99,43.76,440,0,0.18,3.57,31.9,0,90596,71
2000,78.80,788,212,241563,0.2076,10.09,43.82,428,0,0.17,3.53,33.1,0,91118,143
3000,77.90,779,221,242865,0.2030,10.19,43.89,401,0,0.17,3.55,33.2,0,91629,217
4000,78.20,782,218,244166,0.1984,10.29,43.98,396,0,0.26,3.44,34.2,0,92141,291
5000,78.80,788,212,245357,0.1934,10.40,44.02,423,0,0.17,3.52,33.3,0,92609,366
6000,81.30,813,187,246501,0.1881,10.50,44.06,506,0,0.17,3.66,32.3,0,93058,437
7000,81.40,814,186,247553,0.1824,10.60,44.13,496,0,0.17,3.63,32.7,0,93471,508
8000,78.50,785,215,248661,0.1770,10.71,44.20,419,0,0.17,3.56,33.9,0,93906,590
9000,80.10,801,199,249807,0.1718,10.81,44.27,455,0,0.17,3.54,33.4,0,94356,667
10000,80.80,808,192,250921,0.1664,10.91,44.33,490,0,0.17,3.60,33.6,0,94794,735
