Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,58.70,587,413,175650,0.3070,6.97,40.02,-197,0,0.16,3.04,34.9,0,65227,76
2000,61.70,617,383,178500,0.3040,7.08,40.20,-106,0,0.16,3.14,36.0,0,66346,152
3000,63.90,639,361,181083,0.3010,7.20,40.38,-42,0,0.16,3.19,33.7,0,67361,228
4000,59.70,597,403,183818,0.2980,7.30,40.54,-164,0,0.16,3.15,34.2,0,68434,303
5000,59.90,599,401,186637,0.2950,7.40,40.68,-165,0,0.16,3.04,34.3,0,69541,380
6000,60.20,602,398,189194,0.2920,7.51,40.84,-145,0,0.16,3.14,34.0,0,70546,454
7000,63.00,630,370,191436,0.2890,7.62,41.00,-55,0,0.16,3.30,33.1,0,71426,526
8000,61.00,610,390,194076,0.2860,7.72,41.14,-138,0,0.16,3.13,35.0,0,72462,603
9000,62.70,627,373,196587,0.2830,7.82,41.24,-67,0,0.17,3.19,34.1,0,73448,678
10000,62.80,628,372,198842,0.2800,7.93,41.40,-75,0,0.16,3.19,34.3,0,74334,756
