Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,32.70,327,673,15984,0.3970,2.32,21.11,-1028,0,0.17,2.50,30.7,0,5562,66
2000,40.60,406,594,27752,0.3940,2.70,24.68,-775,0,0.17,2.56,31.9,0,9665,132
3000,40.20,402,598,37717,0.3910,3.00,26.82,-768,0,0.16,2.63,32.2,0,13146,198
4000,43.10,431,569,46534,0.3880,3.25,28.25,-691,0,0.17,2.70,32.1,0,16225,266
5000,46.60,466,534,54436,0.3850,3.49,29.54,-582,0,0.16,2.73,33.2,0,18986,337
6000,50.30,503,497,61778,0.3820,3.72,30.67,-477,0,0.16,2.76,33.9,0,21552,412
7000,49.10,491,509,68264,0.3790,3.93,31.51,-503,0,0.16,2.72,32.4,0,23819,482
8000,51.10,511,489,74687,0.3760,4.11,32.23,-434,0,0.16,2.81,33.3,0,26065,556
9000,52.20,522,478,80594,0.3730,4.29,32.93,-391,0,0.16,2.84,33.1,0,28131,630
10000,55.10,551,449,85692,0.3700,4.47,33.60,-312,0,0.17,2.94,32.3,0,29913,713
11000,54.90,549,451,92154,0.3670,4.60,33.86,-349,0,0.19,2.69,35.3,1,32449,76
12000,56.20,562,438,98341,0.3640,4.70,34.09,-306,0,0.16,2.80,33.3,0,34877,147
13000,62.10,621,379,104246,0.3610,4.81,34.34,-124,0,0.16,2.96,33.8,0,37195,219
14000,59.50,595,405,109665,0.3580,4.92,34.68,-197,0,0.16,2.86,33.8,0,39322,293
15000,59.20,592,408,114633,0.3550,5.05,35.05,-209,0,0.16,2.87,33.6,0,41272,367
16000,60.90,609,391,119236,0.3520,5.18,35.43,-146,0,0.16,2.98,33.4,0,43078,439
17000,60.20,602,398,123681,0.3490,5.30,35.71,-168,0,0.16,2.97,33.6,0,44823,512
18000,61.50,615,385,127925,0.3460,5.43,36.04,-127,0,0.16,2.98,33.8,0,46489,585
19000,62.30,623,377,132310,0.3430,5.54,36.35,-115,0,0.16,2.98,34.4,0,48210,661
20000,63.60,636,364,136352,0.3400,5.66,36.61,-66,0,0.16,3.04,33.6,0,49797,744
21000,56.60,566,434,140841,0.3370,5.77,37.03,-273,0,0.18,3.07,35.7,0,51560,76
22000,59.40,594,406,144919,0.3340,5.89,37.39,-182,0,0.16,3.12,35.2,0,53162,151
23000,55.60,556,444,148863,0.3310,6.02,37.78,-294,0,0.16,3.07,37.6,1,54710,231
24000,59.50,595,405,152701,0.3280,6.14,38.11,-188,0,0.16,3.09,36.2,0,56216,309
25000,58.60,586,414,156244,0.3250,6.26,38.42,-207,0,0.16,3.05,34.2,0,57607,383
26000,58.30,583,417,159742,0.3220,6.37,38.75,-205,0,0.16,3.10,35.3,0,58980,463
27000,62.00,620,380,163051,0.3190,6.50,39.06,-103,0,0.16,3.09,36.5,0,60279,541
28000,63.20,632,368,166325,0.3160,6.63,39.35,-60,0,0.16,3.18,37.1,0,61565,620
29000,62.10,621,379,169620,0.3130,6.74,39.58,-90,0,0.16,3.17,35.6,0,62859,699
30000,59.70,597,403,172795,0.3100,6.85,39.81,-167,0,0.16,3.11,34.8,0,64106,795
31000,58.70,587,413,175650,0.3070,6.97,40.02,-197,0,0.16,3.04,34.9,0,65227,76
32000,61.70,617,383,178500,0.3040,7.08,40.20,-106,0,0.16,3.14,36.0,0,66346,152
33000,63.90,639,361,181083,0.3010,7.20,40.38,-42,0,0.16,3.19,33.7,0,67361,228
34000,59.70,597,403,183818,0.2980,7.30,40.54,-164,0,0.16,3.15,34.2,0,68434,303
35000,59.90,599,401,186637,0.2950,7.40,40.68,-165,0,0.16,3.04,34.3,0,69541,380
36000,60.20,602,398,189194,0.2920,7.51,40.84,-145,0,0.16,3.14,34.0,0,70546,454
37000,63.00,630,370,191436,0.2890,7.62,41.00,-55,0,0.16,3.30,33.1,0,71426,526
38000,61.00,610,390,194076,0.2860,7.72,41.14,-138,0,0.16,3.13,35.0,0,72462,603
39000,62.70,627,373,196587,0.2830,7.82,41.24,-67,0,0.17,3.19,34.1,0,73448,678
40000,62.80,628,372,198842,0.2800,7.93,41.40,-75,0,0.16,3.19,34.3,0,74334,756
41000,66.90,669,331,201300,0.2770,8.03,41.49,54,0,0.16,3.22,34.6,0,75300,75
42000,64.90,649,351,203601,0.2740,8.13,41.62,-2,0,0.16,3.28,34.3,0,76204,150
43000,64.10,641,359,205876,0.2710,8.23,41.74,-20,0,0.16,3.22,34.5,1,77098,225
44000,66.40,664,336,208112,0.2680,8.33,41.82,53,0,0.16,3.24,33.3,0,77976,299
45000,67.10,671,329,210249,0.2650,8.43,41.97,76,0,0.16,3.34,34.1,0,78816,376
46000,66.50,665,335,212440,0.2620,8.52,42.07,62,0,0.16,3.29,33.5,0,79677,449
47000,63.80,638,362,214523,0.2590,8.62,42.17,-30,0,0.17,3.17,33.4,0,80496,523
