Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,77.40,774,226,263616,0.1089,11.99,45.00,387,0,0.16,3.58,33.8,0,99781,76
2000,73.40,734,266,264856,0.1041,12.09,45.09,261,0,0.16,3.50,35.4,0,100268,151
3000,73.40,734,266,265905,0.0984,12.19,45.15,270,0,0.16,3.45,35.2,1,100680,227
4000,75.20,752,248,267044,0.0931,12.28,45.24,323,0,0.17,3.56,34.1,0,101128,305
5000,74.90,749,251,268241,0.0881,12.37,45.30,332,0,0.16,3.63,33.2,0,101598,376
6000,74.20,742,258,269441,0.0831,12.46,45.39,289,0,0.16,3.50,36.2,0,102070,458
7000,75.90,759,241,270467,0.0772,12.55,45.45,370,0,0.17,3.66,33.6,0,102473,533
8000,76.20,762,238,271565,0.0718,12.64,45.51,372,0,0.17,3.61,33.6,0,102905,608
9000,75.10,751,249,272757,0.0667,12.73,45.58,320,0,0.17,3.58,35.0,0,103374,687
10000,76.80,768,232,273762,0.0608,12.83,45.66,382,0,0.60,3.63,36.0,0,103769,777
