Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,77.80,778,222,300013,0.0500,15.79,47.31,420,1,0.18,3.68,35.8,2,114087,77
2000,76.70,767,233,300765,0.0500,15.89,47.38,362,0,0.17,3.58,35.7,1,114383,153
3000,78.20,782,218,301366,0.0500,15.99,47.43,444,0,0.17,3.71,36.3,2,114619,233
4000,77.10,771,229,302043,0.0500,16.09,47.48,390,0,0.17,3.57,36.7,3,114885,312
5000,75.00,750,250,302789,0.0500,16.18,47.51,323,0,0.17,3.51,34.3,0,115178,389
6000,77.60,776,224,303435,0.0500,16.28,47.56,410,0,0.17,3.60,37.6,3,115432,475
7000,79.50,795,205,304194,0.0500,16.37,47.60,466,0,0.17,3.71,35.4,0,115731,553
8000,79.60,796,204,304864,0.0500,16.46,47.64,451,0,0.17,3.64,34.0,0,115994,629
9000,77.80,778,222,305503,0.0500,16.56,47.70,423,0,0.17,3.67,35.4,1,116245,710
10000,75.30,753,247,306162,0.0500,16.66,47.75,335,0,0.17,3.59,37.3,2,116504,817
