Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,80.20,802,198,321047,0.0500,18.50,48.46,499,0,0.17,3.70,35.3,0,122354,77
2000,78.50,785,215,321721,0.0500,18.59,48.48,444,0,0.16,3.70,35.1,1,122619,152
3000,76.90,769,231,322361,0.0500,18.67,48.53,393,0,0.17,3.61,34.2,0,122871,228
4000,78.40,784,216,323065,0.0500,18.75,48.55,416,0,0.17,3.63,33.7,0,123148,304
5000,75.70,757,243,323783,0.0500,18.83,48.60,350,0,0.16,3.54,37.9,3,123430,387
6000,79.70,797,203,324357,0.0500,18.92,48.64,466,0,0.17,3.65,35.5,2,123655,462
7000,75.90,759,241,324913,0.0500,19.01,48.68,348,0,0.17,3.50,35.2,0,123873,539
8000,80.80,808,192,325448,0.0500,19.11,48.71,506,0,0.17,3.72,36.9,3,124084,627
9000,78.20,782,218,326079,0.0500,19.20,48.75,415,0,0.16,3.59,38.2,3,124332,720
10000,77.90,779,221,326686,0.0500,19.28,48.78,407,0,0.17,3.59,34.6,0,124571,791
