Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,75.20,752,248,283538,0.0500,13.93,46.33,337,0,0.18,3.60,35.6,1,107611,77
2000,76.60,766,234,284391,0.0500,14.03,46.40,365,0,0.16,3.53,36.3,1,107947,154
3000,73.80,738,262,285364,0.0500,14.13,46.45,287,1,0.16,3.53,37.9,2,108329,236
4000,76.10,761,239,286141,0.0500,14.23,46.51,375,0,0.17,3.67,33.3,0,108635,309
5000,77.70,777,223,286905,0.0500,14.33,46.56,418,0,0.17,3.66,35.7,1,108935,390
6000,74.40,744,256,287890,0.0500,14.43,46.60,313,1,0.16,3.54,38.1,2,109322,476
7000,76.80,768,232,288672,0.0500,14.53,46.65,372,0,0.16,3.54,37.0,1,109630,555
8000,77.00,770,230,289599,0.0500,14.61,46.70,386,0,0.16,3.59,34.1,1,109994,632
9000,75.00,750,250,290516,0.0500,14.70,46.75,312,0,0.17,3.53,34.9,0,110355,712
10000,75.30,753,247,291386,0.0500,14.79,46.81,331,0,0.17,3.55,34.5,0,110697,811
