Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,60.80,608,392,1481345,0.1494,65.06,0.058614,0.796,0.0130,120.8,80749,85,0,0.75,2.92,31.9,0,583015,90
2000,61.80,618,382,1483069,0.1486,65.11,0.055226,0.267,0.0056,120.8,80955,105,0,0.74,2.93,31.2,1,583704,182
3000,58.50,585,415,1484920,0.1479,65.15,0.061483,0.249,0.0057,120.9,81147,25,0,0.77,2.90,30.1,0,584442,273
4000,60.40,604,396,1486614,0.1471,65.20,0.053846,0.300,0.0057,120.9,81373,69,0,0.76,2.90,31.4,0,585117,368
5000,58.90,589,411,1488385,0.1463,65.25,0.055883,0.345,0.0055,120.8,81582,39,0,0.79,2.87,31.7,0,585827,463
6000,59.90,599,401,1490316,0.1456,65.30,0.060280,0.414,0.0054,120.8,81818,62,0,0.75,2.88,32.0,0,586598,559
7000,59.40,594,406,1491995,0.1447,65.35,0.053052,0.328,0.0057,120.7,82033,44,0,0.75,2.84,31.6,0,587272,654
8000,60.10,601,399,1493817,0.1440,65.40,0.056065,0.284,0.0064,120.8,82267,76,0,0.75,2.84,32.4,1,587999,749
9000,58.20,582,418,1495446,0.1431,65.45,0.050332,0.369,0.0055,120.7,82472,15,0,0.74,2.89,30.9,0,588652,845
10000,57.10,571,429,1497225,0.1424,65.49,0.058537,0.478,0.0057,120.6,82691,-3,0,0.77,2.89,30.4,0,589361,938
