Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,56.40,564,436,1533002,0.1253,66.42,0.053143,0.591,0.0137,122.7,87049,-37,0,0.74,2.93,32.2,0,603667,91
2000,58.20,582,418,1534762,0.1246,66.47,0.056295,0.398,0.0054,122.6,87249,18,0,0.78,2.88,31.2,0,604369,185
3000,58.00,580,420,1536443,0.1237,66.51,0.055225,0.437,0.0049,122.7,87484,13,0,0.75,2.99,30.4,0,605040,277
4000,58.60,586,414,1538097,0.1229,66.55,0.053554,0.337,0.0049,122.6,87677,28,0,0.75,2.93,30.8,0,605702,369
5000,54.20,542,458,1539638,0.1220,66.60,0.050340,0.577,0.0050,122.5,87897,-81,0,0.74,2.88,30.6,0,606319,460
6000,54.10,541,459,1541389,0.1212,66.64,0.055873,0.457,0.0056,122.2,88099,-86,0,0.75,2.90,31.3,0,607021,554
7000,58.60,586,414,1543032,0.1204,66.68,0.053899,0.417,0.0049,122.2,88293,31,0,0.75,2.96,30.4,0,607678,648
8000,58.00,580,420,1544690,0.1195,66.72,0.053126,0.272,0.0050,122.2,88509,6,0,0.75,2.90,31.2,0,608341,740
9000,57.60,576,424,1546297,0.1187,66.76,0.051764,0.324,0.0048,122.1,88714,-5,0,0.76,2.81,31.0,0,608984,835
10000,55.50,555,445,1548173,0.1179,66.80,0.060450,0.457,0.0049,121.9,88909,-55,0,0.75,2.84,31.0,0,609732,930
