Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,56.20,562,438,1363111,0.1923,62.03,0.075088,0.682,0.0141,115.5,68092,-35,0,0.75,2.89,30.8,0,535781,87
2000,56.20,562,438,1365074,0.1916,62.09,0.066649,0.385,0.0073,115.7,68277,-43,0,0.78,2.83,29.4,0,536564,174
3000,56.70,567,433,1367214,0.1909,62.14,0.068981,0.566,0.0083,115.6,68495,-22,0,0.75,2.89,31.0,0,537415,264
4000,54.70,547,453,1369289,0.1902,62.20,0.066964,0.437,0.0069,115.6,68701,-81,0,0.78,2.79,30.9,0,538246,356
5000,55.90,559,441,1371356,0.1895,62.26,0.065449,0.559,0.0073,115.6,68939,-56,0,0.75,2.81,31.5,0,539074,450
6000,56.90,569,431,1373438,0.1888,62.31,0.067403,0.522,0.0070,115.7,69163,-25,0,0.75,2.87,30.8,0,539907,542
7000,56.50,565,435,1375579,0.1882,62.37,0.068372,0.587,0.0068,115.8,69344,-29,0,0.75,2.87,31.3,0,540762,635
8000,56.60,566,434,1377795,0.1875,62.42,0.072430,0.654,0.0069,115.9,69554,-30,0,0.76,2.84,30.6,0,541646,725
9000,56.50,565,435,1379989,0.1868,62.46,0.071494,0.430,0.0069,116.1,69747,-29,0,0.81,2.86,30.7,0,542522,816
10000,53.70,537,463,1382169,0.1861,62.52,0.070525,0.543,0.0079,116.0,69950,-96,0,0.75,2.81,30.9,0,543392,910
