Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,61.70,617,383,1684461,0.0500,70.14,0.044027,0.922,0.0134,124.5,106892,108,0,0.75,2.91,31.7,0,664250,95
2000,58.30,583,417,1685739,0.0500,70.17,0.040721,0.370,0.0038,124.4,107076,23,0,0.74,2.85,31.3,0,664762,189
3000,57.90,579,421,1687054,0.0500,70.20,0.043010,0.199,0.0035,124.2,107285,10,0,0.75,2.83,30.5,0,665289,282
4000,59.10,591,409,1688414,0.0500,70.23,0.043884,0.231,0.0033,124.1,107445,49,0,0.75,2.88,31.0,0,665834,375
5000,60.90,609,391,1689784,0.0500,70.26,0.043068,0.375,0.0037,124.0,107641,87,0,0.74,2.93,31.8,0,666382,471
6000,58.90,589,411,1691126,0.0500,70.29,0.043214,0.269,0.0036,123.9,107837,46,0,0.75,2.95,31.0,0,666918,566
7000,58.30,583,417,1692417,0.0500,70.33,0.039902,0.366,0.0035,123.9,108028,27,0,0.74,2.91,32.2,0,667435,662
8000,58.70,587,413,1693672,0.0500,70.36,0.038918,0.265,0.0034,123.8,108213,39,0,0.81,2.94,32.2,0,667937,760
9000,59.80,598,402,1695079,0.0500,70.39,0.043958,0.388,0.0035,123.7,108408,58,0,0.81,2.94,32.0,0,668501,857
10000,60.00,600,400,1696325,0.0500,70.42,0.040994,0.259,0.0034,123.6,108582,74,0,0.75,2.97,30.3,0,668997,952
