Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,63.20,632,368,1627870,0.0727,68.76,0.045669,1.025,0.0131,123.5,99110,143,0,0.76,2.92,31.1,0,641608,90
2000,64.20,642,358,1629317,0.0718,68.79,0.046438,0.410,0.0039,123.6,99301,175,0,0.75,2.95,31.1,0,642187,184
3000,65.10,651,349,1630761,0.0708,68.83,0.045079,0.246,0.0039,123.6,99471,199,0,0.75,2.95,30.8,0,642764,278
4000,60.20,602,398,1632240,0.0699,68.86,0.046677,0.269,0.0039,123.4,99664,70,0,0.76,2.89,31.7,0,643356,373
5000,63.00,630,370,1633673,0.0689,68.90,0.046071,0.237,0.0037,123.4,99854,149,0,0.77,2.94,31.1,0,643929,467
6000,61.90,619,381,1635246,0.0681,68.93,0.049708,0.361,0.0039,123.2,100050,118,0,0.77,2.96,31.6,0,644557,565
7000,60.90,609,391,1636671,0.0671,68.96,0.046346,0.396,0.0037,123.2,100223,86,0,0.77,2.83,30.7,0,645128,659
8000,61.80,618,382,1638097,0.0661,69.00,0.046077,0.288,0.0036,123.1,100405,120,0,0.77,2.95,30.9,0,645699,752
9000,62.30,623,377,1639450,0.0651,69.03,0.043940,0.580,0.0036,123.1,100596,127,0,0.82,2.91,30.8,0,646241,846
10000,58.70,587,413,1640968,0.0642,69.07,0.048116,0.270,0.0037,123.0,100808,30,0,0.76,2.79,31.5,0,646848,943
