Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,59.40,594,406,1515711,0.1333,66.00,0.054593,0.725,0.0133,122.3,84997,41,0,0.75,2.84,30.8,0,596754,88
2000,61.30,613,387,1517399,0.1325,66.04,0.054692,0.342,0.0052,122.5,85201,95,0,0.77,2.96,30.8,0,597430,181
3000,58.10,581,419,1519144,0.1317,66.08,0.055910,0.277,0.0053,122.3,85421,16,0,0.75,2.96,31.2,0,598126,273
4000,57.80,578,422,1520909,0.1309,66.13,0.053586,0.560,0.0056,122.1,85645,7,0,0.77,2.88,32.9,0,598833,370
5000,58.00,580,420,1522763,0.1302,66.17,0.058048,0.440,0.0049,121.9,85833,5,0,0.78,2.87,31.9,0,599574,464
6000,56.50,565,435,1524484,0.1294,66.21,0.054440,0.426,0.0050,121.9,86021,-21,0,0.75,2.87,31.6,0,600262,560
7000,60.00,600,400,1526310,0.1286,66.25,0.057977,0.524,0.0050,121.9,86233,64,0,0.75,2.94,31.5,0,600991,654
8000,60.30,603,397,1528012,0.1278,66.29,0.054032,0.439,0.0054,121.9,86438,63,0,0.75,2.88,31.5,0,601673,748
9000,56.40,564,436,1529608,0.1270,66.34,0.052031,0.251,0.0051,121.8,86647,-26,0,0.75,2.87,30.6,0,602313,840
10000,59.40,594,406,1531290,0.1261,66.38,0.054227,0.464,0.0053,121.7,86844,42,0,0.81,2.93,30.9,0,602984,933
