Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,39.10,391,609,499722,0.3648,31.39,0.215730,5.987,0.0174,34.0,9044,-519,0,0.77,2.63,29.7,0,191618,80
2000,42.10,421,579,506072,0.3641,31.68,0.208559,4.560,0.0155,34.8,9264,-437,0,0.78,2.60,30.3,0,194145,161
3000,38.20,382,618,512351,0.3634,31.93,0.213622,4.252,0.0136,35.1,9466,-534,0,0.76,2.59,29.4,0,196642,242
4000,36.80,368,632,518692,0.3627,32.25,0.208079,4.916,0.0134,35.5,9713,-579,0,0.75,2.63,30.4,0,199163,324
5000,37.40,374,626,524835,0.3620,32.56,0.203998,4.376,0.0137,36.0,9958,-552,0,0.75,2.58,30.1,0,201607,406
6000,38.70,387,613,531186,0.3614,32.85,0.207841,3.609,0.0131,36.2,10216,-525,0,0.77,2.65,30.5,0,204134,491
7000,41.60,416,584,537294,0.3607,33.14,0.203221,4.118,0.0140,36.3,10454,-447,0,0.75,2.67,30.0,0,206565,574
8000,40.90,409,591,543531,0.3600,33.42,0.208721,3.666,0.0137,36.7,10706,-472,0,0.76,2.63,29.8,0,209048,656
9000,40.40,404,596,549607,0.3593,33.70,0.196953,4.292,0.0136,37.1,10941,-490,0,0.81,2.57,30.8,0,211466,740
10000,41.70,417,583,555646,0.3586,34.02,0.192632,3.930,0.0128,37.2,11209,-443,0,0.73,2.65,31.3,1,213867,826
