Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.70,557,443,994978,0.2889,51.01,0.102084,1.481,0.0152,83.7,35898,-58,0,0.77,2.77,31.2,0,388878,86
2000,56.20,562,438,998214,0.2882,51.13,0.106018,0.875,0.0114,84.0,36146,-42,0,0.77,2.82,30.5,0,390167,172
3000,53.70,537,463,1001554,0.2875,51.24,0.106706,1.166,0.0107,84.3,36405,-107,0,0.75,2.73,31.3,0,391498,260
4000,53.40,534,466,1005085,0.2868,51.35,0.109177,1.228,0.0117,85.0,36668,-120,0,0.75,2.75,32.3,0,392906,351
5000,51.50,515,485,1008251,0.2861,51.46,0.102271,1.580,0.0124,85.8,36923,-168,0,0.75,2.67,30.9,0,394170,439
6000,53.80,538,462,1011419,0.2855,51.57,0.103590,1.004,0.0118,86.1,37168,-113,0,0.76,2.79,30.5,0,395435,527
7000,56.80,568,432,1014688,0.2848,51.68,0.105796,1.167,0.0113,86.5,37421,-32,0,0.80,2.76,30.9,0,396738,616
8000,53.70,537,463,1017983,0.2841,51.78,0.105188,0.995,0.0113,86.8,37646,-122,0,0.76,2.78,31.3,0,398051,706
9000,55.10,551,449,1021295,0.2834,51.88,0.106406,0.763,0.0117,87.0,37898,-79,0,0.76,2.78,31.1,0,399370,796
10000,55.10,551,449,1024474,0.2827,52.00,0.102015,1.040,0.0109,87.4,38178,-73,0,0.75,2.78,31.1,0,400638,884
