Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,58.80,588,412,1273076,0.2199,59.62,0.075822,1.110,0.0138,108.5,59385,29,0,0.75,2.88,30.8,0,499830,85
2000,57.40,574,426,1275459,0.2192,59.69,0.076673,0.518,0.0082,108.6,59605,-12,0,0.74,2.77,31.0,0,500783,173
3000,57.10,571,429,1277892,0.2185,59.75,0.077981,0.593,0.0079,108.6,59840,-13,0,0.76,2.84,31.2,0,501752,265
4000,57.50,575,425,1280280,0.2178,59.82,0.076696,0.364,0.0084,108.9,60059,-7,0,0.74,2.84,31.1,0,502706,354
5000,54.70,547,453,1282651,0.2171,59.88,0.074932,0.478,0.0079,109.0,60291,-80,0,0.78,2.79,31.6,0,503653,444
6000,54.00,540,460,1284946,0.2165,59.95,0.075523,0.397,0.0087,109.2,60502,-102,0,0.75,2.81,30.3,0,504571,535
7000,56.90,569,431,1287138,0.2158,60.01,0.071254,0.456,0.0079,109.3,60712,-25,0,0.74,2.80,30.7,0,505448,623
8000,58.50,585,415,1289473,0.2151,60.08,0.073483,0.450,0.0072,109.5,60941,20,0,0.79,2.89,31.7,0,506381,716
9000,56.10,561,439,1291620,0.2144,60.15,0.069225,0.516,0.0084,109.6,61159,-39,0,0.75,2.81,30.9,0,507239,808
10000,57.90,579,421,1293962,0.2137,60.22,0.074387,0.653,0.0086,109.6,61410,-4,0,0.82,2.83,31.4,0,508171,902
