Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,49.70,497,503,889102,0.3096,47.29,0.126287,1.931,0.0152,71.8,28555,-226,0,0.74,2.71,31.0,0,346675,83
2000,50.60,506,494,893010,0.3089,47.43,0.122274,1.303,0.0142,72.1,28782,-199,0,0.73,2.80,30.8,0,348233,169
3000,52.00,520,480,896678,0.3082,47.58,0.116227,1.317,0.0129,72.4,29031,-155,0,0.74,2.74,31.5,0,349693,257
4000,52.00,520,480,900403,0.3075,47.73,0.119303,1.421,0.0187,74.2,29300,-159,0,0.75,2.80,31.2,0,351180,343
5000,49.60,496,504,904354,0.3068,47.86,0.124042,1.310,0.0141,74.5,29545,-219,0,0.73,2.65,31.8,0,352756,430
6000,49.40,494,506,908210,0.3062,47.97,0.127623,1.230,0.0117,74.2,29760,-230,0,0.73,2.70,30.2,0,354292,515
7000,49.10,491,509,912039,0.3055,48.08,0.124748,1.276,0.0112,74.1,29988,-235,0,0.81,2.77,30.7,0,355815,602
8000,53.10,531,469,915680,0.3048,48.21,0.115488,1.429,0.0126,74.2,30229,-130,0,0.74,2.75,31.5,0,357264,691
9000,52.60,526,474,919402,0.3041,48.35,0.116236,1.296,0.0114,74.5,30486,-144,0,0.74,2.77,31.9,0,358748,779
10000,52.40,524,476,923155,0.3034,48.48,0.119063,1.549,0.0118,74.9,30746,-151,0,0.81,2.78,31.5,0,360245,869
