Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,54.10,541,459,1296215,0.2130,60.29,0.073983,0.834,0.0139,110.5,61656,-95,0,0.75,2.77,30.4,0,509071,86
2000,54.00,540,460,1298558,0.2123,60.35,0.076825,0.527,0.0087,110.3,61856,-105,0,0.75,2.76,30.5,0,510008,174
3000,54.10,541,459,1300848,0.2116,60.41,0.073873,0.362,0.0077,110.4,62079,-101,0,0.78,2.77,31.0,0,510922,265
4000,56.30,563,437,1303080,0.2109,60.46,0.073044,0.661,0.0077,110.6,62284,-27,0,0.75,2.88,30.5,0,511814,354
5000,58.40,584,416,1305287,0.2102,60.53,0.067893,1.080,0.0090,111.0,62505,11,0,0.73,2.81,32.5,0,512693,448
6000,57.10,571,429,1307525,0.2096,60.60,0.072488,0.780,0.0078,111.1,62737,-16,0,0.76,2.91,30.8,0,513588,539
7000,57.60,576,424,1309800,0.2089,60.66,0.073883,0.674,0.0075,111.2,62970,-1,0,0.75,2.86,30.8,0,514494,630
8000,55.10,551,449,1312156,0.2082,60.72,0.078825,0.643,0.0073,111.1,63202,-66,0,0.82,2.84,29.8,0,515437,720
9000,55.50,555,445,1314288,0.2075,60.78,0.068608,0.402,0.0084,111.4,63407,-62,0,0.75,2.79,31.0,0,516289,813
10000,57.60,576,424,1316486,0.2068,60.85,0.067430,0.533,0.0096,111.3,63638,-3,0,0.74,2.87,32.5,0,517167,908
