Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,43.40,434,566,617997,0.3510,36.72,0.179413,3.674,0.0186,44.1,13820,-398,0,0.77,2.73,30.5,0,238686,83
2000,40.60,406,594,623335,0.3503,36.93,0.181226,3.461,0.0128,44.3,14049,-466,0,0.77,2.65,29.4,0,240813,166
3000,38.30,383,617,628731,0.3496,37.14,0.178074,3.473,0.0123,44.3,14277,-536,0,0.78,2.67,30.3,0,242961,249
4000,42.80,428,572,634371,0.3489,37.32,0.189306,3.415,0.0127,45.0,14492,-408,0,0.77,2.71,29.8,0,245206,333
5000,44.30,443,557,639930,0.3482,37.53,0.180640,3.333,0.0147,45.6,14727,-384,0,0.77,2.59,30.7,0,247418,419
6000,39.90,399,601,645373,0.3476,37.73,0.178085,2.626,0.0142,46.2,14958,-484,0,0.76,2.63,30.5,0,249583,503
7000,43.50,435,565,650679,0.3469,37.95,0.169429,3.015,0.0133,46.8,15204,-392,0,0.79,2.64,31.3,0,251698,590
8000,41.40,414,586,655897,0.3462,38.17,0.172325,2.364,0.0127,46.6,15456,-442,0,0.76,2.62,30.2,0,253773,676
9000,43.90,439,561,661257,0.3455,38.39,0.177202,3.016,0.0124,46.9,15717,-381,0,0.75,2.68,30.2,0,255911,760
10000,43.00,430,570,666694,0.3448,38.58,0.177107,2.813,0.0140,47.3,15949,-411,0,0.76,2.60,30.7,0,258075,847
