Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.2,0.073,-23016,0,16.70,43.1,401682
1000,45.6,0.067,-89975,0,16.72,43.2,402166
1500,43.2,0.061,-200957,0,16.74,43.2,402652
2000,47.0,0.055,-238665,0,16.77,43.2,403180
2500,48.0,0.049,-265626,0,16.79,43.2,403677
3000,48.2,0.043,-273432,0,16.81,43.2,404131
3500,46.2,0.037,-320799,0,16.84,43.2,404557
4000,47.6,0.031,-352786,0,16.86,43.3,404980
4500,48.0,0.030,-377960,0,16.88,43.3,405454
5000,48.0,0.030,-388216,0,16.91,43.3,405946
5500,46.6,0.030,-438081,0,16.94,43.3,406365
6000,45.4,0.030,-502189,0,16.96,43.3,406822
6500,44.6,0.130,-579066,0,16.99,43.4,407276
7000,47.0,0.124,-622757,0,17.01,43.4,407796
7500,43.2,0.119,-729880,0,17.03,43.4,408344
8000,46.6,0.113,-768883,0,17.05,43.4,408894
8500,47.0,0.108,-809622,0,17.08,43.4,409442
9000,46.0,0.102,-852998,0,17.09,43.4,409949
9500,47.6,0.096,-873266,0,17.12,43.4,410403
10000,49.2,0.090,-877471,0,17.14,43.5,410905
