Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,66.4,0.109,306249,0,9.11,42.0,60447
1000,65.6,0.095,600506,0,9.25,42.2,60979
1500,70.2,0.080,975572,0,9.38,42.3,61496
2000,65.0,0.065,1263360,0,9.52,42.5,62008
2500,66.0,0.053,1571577,0,9.65,42.6,62597
3000,68.2,0.050,1912345,0,9.79,42.8,63085
3500,68.2,0.050,2258545,0,9.93,43.0,63514
4000,67.8,0.050,2595952,0,10.07,43.1,64068
4500,71.2,0.050,2993519,0,10.19,43.3,64625
5000,68.0,0.050,3325507,0,10.33,43.4,65093
5500,67.6,0.050,3658696,0,10.47,43.6,65577
6000,67.0,0.050,3980283,0,10.61,43.7,66022
6500,72.2,0.050,4384668,0,10.72,43.9,66579
7000,66.2,0.050,4695179,0,10.86,44.1,67006
7500,66.2,0.050,5000834,0,11.00,44.2,67425
8000,68.4,0.050,5355013,0,11.13,44.4,67871
8500,69.8,0.050,5732792,0,11.26,44.5,68352
9000,68.0,0.050,6075205,0,11.38,44.6,68792
9500,67.6,0.050,6408957,0,11.51,44.7,69187
10000,62.6,0.050,6653168,0,11.63,44.8,69616
