Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.6,0.075,19120,0,14.86,41.5,358836
1000,51.8,0.070,65923,0,14.88,41.6,359383
1500,44.2,0.065,-21839,0,14.91,41.6,359971
2000,43.4,0.059,-122607,0,14.93,41.6,360494
2500,50.0,0.053,-113339,0,14.96,41.7,361009
3000,46.2,0.047,-181286,0,14.99,41.7,361542
3500,51.2,0.043,-137760,0,15.02,41.7,362190
4000,47.8,0.037,-157256,0,15.04,41.7,362715
4500,49.8,0.031,-153011,0,15.07,41.7,363255
5000,50.6,0.030,-128566,0,15.09,41.8,363734
5500,50.4,0.030,-108943,0,15.12,41.8,364259
6000,47.6,0.030,-147954,0,15.14,41.8,364812
6500,43.0,0.030,-264394,0,15.17,41.8,365358
7000,46.6,0.030,-308098,0,15.20,41.9,365835
7500,49.6,0.030,-304752,0,15.23,41.9,366365
8000,47.8,0.030,-329638,0,15.25,41.9,366898
8500,49.6,0.030,-329082,0,15.27,41.9,367365
9000,49.2,0.130,-333800,0,15.30,41.9,367890
9500,48.4,0.125,-360552,0,15.32,42.0,368447
10000,47.4,0.119,-394314,0,15.34,42.0,368988
