Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,68.0,0.307,329297,0,6.23,37.2,44776
1000,66.6,0.299,640678,0,6.39,37.7,45797
1500,66.4,0.292,944323,0,6.55,38.0,46777
2000,65.0,0.283,1229532,0,6.71,38.3,47688
2500,66.0,0.276,1526213,0,6.85,38.5,48662
3000,70.8,0.268,1909875,0,6.99,38.7,49660
3500,67.6,0.260,2233384,0,7.14,39.0,50540
4000,63.8,0.251,2491431,0,7.28,39.2,51441
4500,68.0,0.243,2822264,0,7.41,39.4,52360
5000,63.8,0.234,3081325,0,7.55,39.7,53157
5500,66.0,0.224,3375333,0,7.70,39.9,53918
6000,65.6,0.212,3672416,0,7.85,40.2,54549
6500,66.4,0.202,3978703,0,7.99,40.4,55259
7000,63.8,0.191,4244138,0,8.14,40.6,55958
7500,70.4,0.180,4622375,0,8.28,40.8,56633
8000,68.0,0.168,4956976,0,8.42,41.0,57253
8500,66.4,0.156,5264488,0,8.57,41.2,57913
9000,65.0,0.145,5550501,0,8.71,41.4,58597
9500,68.2,0.134,5893233,0,8.84,41.6,59263
10000,66.4,0.122,6198644,0,8.98,41.8,59865
