Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.2,0.113,-11830,0,13.45,40.2,320750
1000,51.6,0.109,30967,0,13.47,40.2,321526
1500,56.2,0.105,154037,0,13.49,40.2,322284
2000,51.0,0.101,174844,0,13.51,40.3,322955
2500,55.2,0.096,269927,0,13.53,40.3,323684
3000,51.8,0.092,310257,0,13.55,40.3,324409
3500,52.0,0.088,351276,0,13.57,40.3,325083
4000,53.0,0.084,413606,0,13.59,40.3,325816
4500,50.8,0.079,441504,0,13.61,40.4,326430
5000,49.2,0.075,439787,0,13.63,40.4,327168
5500,54.6,0.070,539183,0,13.66,40.4,327804
6000,54.6,0.065,631749,0,13.69,40.4,328411
6500,49.2,0.061,634098,0,13.71,40.5,329079
7000,50.2,0.056,662202,0,13.75,40.5,329712
7500,52.2,0.051,712849,0,13.77,40.5,330389
8000,51.6,0.047,757099,0,13.80,40.5,331033
8500,47.6,0.041,727099,0,13.83,40.6,331590
9000,46.8,0.037,672074,0,13.85,40.6,332215
9500,51.0,0.031,703938,0,13.87,40.6,332791
10000,51.6,0.030,751100,0,13.90,40.6,333392
