Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,67.4,0.050,331978,0,16.53,48.6,82489
1000,67.8,0.050,673591,0,16.65,48.7,82705
1500,64.8,0.050,963707,0,16.77,48.8,82934
2000,64.0,0.050,1227178,0,16.90,48.9,83144
2500,63.4,0.050,1484186,0,17.00,48.9,83410
3000,69.2,0.050,1851094,0,17.11,49.0,83654
3500,63.0,0.050,2097875,0,17.23,49.1,83877
4000,65.0,0.050,2383451,0,17.33,49.2,84133
4500,65.2,0.050,2678276,0,17.44,49.3,84372
5000,64.8,0.050,2958122,0,17.56,49.3,84582
5500,65.0,0.050,3236500,0,17.68,49.4,84797
6000,67.2,0.050,3566165,0,17.79,49.5,85007
6500,60.6,0.050,3771971,0,17.91,49.5,85221
7000,64.0,0.050,4043121,0,18.02,49.6,85448
7500,68.6,0.050,4393321,0,18.12,49.7,85694
8000,64.4,0.050,4669401,0,18.23,49.7,85928
8500,64.4,0.050,4944097,0,18.34,49.8,86155
9000,65.2,0.050,5234742,0,18.45,49.9,86382
9500,64.4,0.050,5509586,0,18.56,50.0,86617
10000,66.0,0.050,5804928,0,18.67,50.0,86852
