Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,65.6,0.050,296480,0,11.76,44.9,69997
1000,60.6,0.050,501182,0,11.89,45.1,70361
1500,63.8,0.050,762999,0,12.02,45.2,70758
2000,66.4,0.050,1077039,0,12.15,45.4,71127
2500,63.2,0.050,1324248,0,12.27,45.5,71519
3000,63.2,0.050,1580931,0,12.40,45.6,71824
3500,66.8,0.050,1897356,0,12.53,45.8,72187
4000,69.8,0.050,2270951,0,12.67,45.9,72497
4500,63.0,0.050,2517969,0,12.79,46.0,72843
5000,66.0,0.050,2821685,0,12.91,46.1,73243
5500,68.8,0.050,3171291,0,13.03,46.2,73606
6000,63.8,0.050,3430490,0,13.15,46.4,73980
6500,65.4,0.050,3725466,0,13.28,46.5,74296
7000,67.6,0.050,4051347,0,13.40,46.5,74605
7500,62.8,0.050,4305150,0,13.53,46.7,74888
8000,67.6,0.050,4633592,0,13.64,46.8,75255
8500,64.6,0.050,4912868,0,13.77,46.9,75537
9000,67.0,0.050,5232165,0,13.89,47.0,75815
9500,61.6,0.050,5455210,0,14.02,47.1,76061
10000,63.8,0.050,5724654,0,14.14,47.2,76389
