Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,78.0,0.399,517132,0,1.76,15.9,6891
1000,70.6,0.397,895611,0,2.23,20.3,11336
1500,71.2,0.395,1285074,0,2.57,23.0,14799
2000,65.4,0.393,1572484,0,2.88,24.9,17820
2500,66.4,0.390,1876819,0,3.18,26.7,20386
3000,68.8,0.386,2223426,0,3.45,28.0,22619
3500,69.8,0.383,2584210,0,3.68,29.0,24730
4000,68.2,0.379,2921105,0,3.90,30.0,26723
4500,66.6,0.375,3226142,0,4.11,30.8,28519
5000,70.4,0.371,3601013,0,4.32,31.6,30305
5500,65.4,0.366,3889151,0,4.52,32.4,32002
6000,64.6,0.361,4154093,0,4.72,33.2,33509
6500,63.4,0.356,4405828,0,4.89,33.9,35070
7000,67.2,0.351,4724193,0,5.07,34.4,36419
7500,69.2,0.345,5070577,0,5.24,35.0,37762
8000,67.0,0.339,5384155,0,5.42,35.5,38980
8500,68.8,0.332,5731991,0,5.60,35.9,40112
9000,67.8,0.327,6059121,0,5.76,36.4,41385
9500,63.6,0.320,6311684,0,5.91,36.6,42529
10000,66.6,0.313,6617449,0,6.06,36.9,43666
