Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,53.4,0.264,67035,0,11.89,37.7,249523
1000,52.0,0.261,119308,0,11.90,37.7,250632
1500,44.2,0.259,28016,0,11.91,37.7,251814
2000,47.2,0.257,1166,0,11.92,37.7,253148
2500,47.8,0.254,-30766,0,11.92,37.7,254384
3000,45.4,0.252,-110767,0,11.93,37.8,255684
3500,46.4,0.249,-174513,0,11.95,37.8,256710
4000,50.2,0.247,-157997,0,11.95,37.8,257965
4500,50.8,0.244,-136110,0,11.97,37.8,259061
5000,47.8,0.241,-169596,0,11.98,37.9,260194
5500,46.0,0.239,-223005,0,11.98,37.9,261477
6000,48.6,0.236,-230635,0,12.00,37.9,262526
6500,47.4,0.233,-262942,0,12.01,37.9,263673
7000,49.6,0.231,-262748,0,12.02,38.0,264889
7500,49.4,0.228,-261105,0,12.03,38.0,265969
8000,49.6,0.225,-270139,0,12.05,38.1,267034
8500,50.0,0.223,-258599,0,12.06,38.1,268194
9000,50.4,0.220,-235797,0,12.08,38.1,269287
9500,51.0,0.217,-219546,0,12.09,38.1,270328
10000,51.0,0.214,-191389,0,12.11,38.2,271305
