Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.6,0.144,-30776,0,12.50,38.9,290397
1000,52.6,0.140,30255,0,12.53,38.9,291206
1500,49.8,0.136,38709,0,12.55,38.9,291948
2000,52.4,0.133,82747,0,12.57,39.0,292893
2500,45.4,0.130,7339,0,12.60,39.0,293789
3000,48.8,0.126,2353,0,12.62,39.1,294680
3500,48.2,0.123,-16905,0,12.64,39.1,295559
4000,48.6,0.119,-43853,0,12.66,39.1,296381
4500,52.8,0.116,23154,0,12.68,39.1,297284
5000,50.8,0.113,43734,0,12.69,39.2,298177
5500,54.2,0.110,129591,0,12.71,39.2,299117
6000,47.2,0.106,109184,0,12.73,39.2,299919
6500,52.8,0.102,164116,0,12.75,39.2,300707
7000,46.0,0.098,109594,0,12.78,39.3,301513
7500,51.0,0.095,140353,0,12.80,39.3,302312
8000,49.2,0.091,142858,0,12.82,39.3,303179
8500,49.2,0.087,141971,0,12.85,39.4,303889
9000,50.8,0.083,164411,0,12.87,39.4,304761
9500,53.4,0.080,233936,0,12.89,39.5,305536
10000,51.8,0.076,276821,0,12.92,39.5,306371
