Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,49.6,0.071,11604,0,12.94,39.5,307028
1000,48.6,0.067,14674,0,12.97,39.6,307664
1500,49.0,0.063,13790,0,12.99,39.6,308551
2000,47.0,0.059,-24802,0,13.01,39.6,309257
2500,50.2,0.055,-5752,0,13.04,39.7,310061
3000,48.8,0.051,-7318,0,13.07,39.7,310776
3500,51.0,0.047,20587,0,13.08,39.7,311550
4000,50.6,0.042,45631,0,13.11,39.8,312135
4500,48.0,0.038,25641,0,13.14,39.8,312824
5000,48.8,0.033,35371,0,13.16,39.8,313489
5500,51.4,0.030,66823,0,13.19,39.9,314139
6000,53.2,0.030,133640,0,13.21,39.9,314730
6500,49.2,0.030,131102,0,13.24,40.0,315404
7000,46.2,0.030,77304,0,13.27,40.0,316053
7500,48.8,0.030,68780,0,13.30,40.0,316618
8000,50.6,0.030,106018,0,13.33,40.1,317252
8500,47.8,0.130,77724,0,13.36,40.1,317943
9000,48.6,0.125,68776,0,13.38,40.1,318574
9500,55.8,0.121,189449,0,13.40,40.1,319331
10000,49.2,0.117,191404,0,13.42,40.2,320004
