Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,46.2,0.056,-42051,0,14.38,41.1,346998
1000,49.0,0.051,-36663,0,14.41,41.1,347639
1500,49.2,0.046,-38465,0,14.43,41.1,348179
2000,50.8,0.040,9725,0,14.46,41.2,348718
2500,53.8,0.036,100081,0,14.49,41.2,349355
3000,52.0,0.031,142557,0,14.51,41.2,349988
3500,49.6,0.030,157202,0,14.55,41.2,350487
4000,47.6,0.030,130559,0,14.57,41.3,351026
4500,50.0,0.030,135575,0,14.60,41.3,351618
5000,48.0,0.130,111070,0,14.62,41.3,352168
5500,46.0,0.124,54641,0,14.64,41.3,352696
6000,46.6,0.119,-2711,0,14.67,41.4,353272
6500,48.4,0.114,-24393,0,14.70,41.4,353895
7000,46.8,0.110,-66083,0,14.72,41.4,354566
7500,48.2,0.106,-87054,0,14.74,41.4,355284
8000,52.4,0.100,-34521,0,14.76,41.5,355805
8500,44.2,0.095,-125484,0,14.78,41.5,356395
9000,49.4,0.090,-124469,0,14.80,41.5,357022
9500,46.0,0.085,-190531,0,14.82,41.5,357612
10000,42.8,0.080,-292642,0,14.84,41.5,358251
