Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,52.2,0.348,46360,0,11.97,37.1,191650
1000,49.2,0.347,48437,0,11.95,37.1,193417
1500,45.6,0.345,-21433,0,11.92,37.1,195179
2000,46.6,0.343,-56202,0,11.92,37.1,196735
2500,47.2,0.341,-97429,0,11.91,37.1,198351
3000,45.0,0.339,-159206,0,11.91,37.1,200002
3500,45.8,0.337,-219847,0,11.89,37.1,201598
4000,47.2,0.336,-268231,0,11.87,37.1,203345
4500,48.4,0.334,-289754,0,11.86,37.1,204930
5000,45.8,0.332,-358636,0,11.85,37.1,206555
5500,44.4,0.330,-457227,0,11.82,37.1,208383
6000,48.4,0.329,-479785,0,11.81,37.1,210039
6500,47.6,0.327,-507853,0,11.80,37.1,211673
7000,47.4,0.325,-552339,0,11.79,37.1,213213
7500,51.4,0.323,-514744,0,11.79,37.1,214705
8000,44.2,0.321,-602580,0,11.79,37.1,216072
8500,43.2,0.318,-714558,0,11.79,37.2,217392
9000,47.0,0.316,-769925,0,11.78,37.2,218943
9500,45.6,0.314,-831340,0,11.78,37.2,220490
10000,45.2,0.312,-905869,0,11.78,37.2,221883
