Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.4,0.030,-13049,0,13.91,40.7,334044
1000,44.2,0.030,-103948,0,13.94,40.7,334634
1500,46.6,0.030,-144087,0,13.96,40.7,335239
2000,47.8,0.030,-168210,0,13.99,40.7,335902
2500,49.4,0.130,-166535,0,14.02,40.8,336478
3000,50.4,0.125,-144649,0,14.04,40.8,337102
3500,49.0,0.121,-157091,0,14.06,40.8,337777
4000,49.6,0.115,-137205,0,14.09,40.8,338309
4500,49.0,0.110,-142933,0,14.11,40.8,338869
5000,49.4,0.106,-147291,0,14.13,40.9,339623
5500,47.2,0.101,-182368,0,14.15,40.9,340287
6000,51.0,0.096,-138705,0,14.18,40.9,340875
6500,43.6,0.091,-240240,0,14.21,40.9,341499
7000,49.6,0.087,-236820,0,14.23,41.0,342245
7500,45.6,0.083,-311181,0,14.25,41.0,342960
8000,53.8,0.079,-229276,0,14.27,41.0,343759
8500,47.4,0.075,-258833,0,14.29,41.0,344437
9000,49.4,0.071,-251403,0,14.31,41.0,345130
9500,49.2,0.066,-234602,0,14.34,41.1,345757
10000,50.2,0.061,-217540,0,14.36,41.1,346410
