Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,44.8,0.310,-82589,0,11.78,37.2,223318
1000,44.6,0.308,-176576,0,11.79,37.2,224486
1500,47.8,0.305,-215254,0,11.80,37.3,225800
2000,48.8,0.303,-227998,0,11.79,37.3,227355
2500,47.6,0.301,-262879,0,11.79,37.3,228776
3000,49.6,0.299,-272404,0,11.80,37.3,230085
3500,45.6,0.297,-343791,0,11.81,37.4,231408
4000,51.8,0.295,-303488,0,11.81,37.4,232758
4500,46.2,0.292,-367108,0,11.80,37.4,234217
5000,47.6,0.290,-392715,0,11.80,37.4,235651
5500,53.2,0.288,-323247,0,11.81,37.4,236950
6000,48.6,0.286,-341481,0,11.80,37.4,238327
6500,47.6,0.284,-377296,0,11.81,37.5,239686
7000,47.8,0.281,-399502,0,11.81,37.5,241032
7500,49.8,0.279,-387851,0,11.82,37.5,242239
8000,50.8,0.276,-358924,0,11.83,37.5,243385
8500,47.8,0.274,-384118,0,11.84,37.6,244703
9000,47.0,0.271,-421101,0,11.85,37.6,245865
9500,51.4,0.269,-385186,0,11.87,37.6,247032
10000,48.0,0.266,-410049,0,11.89,37.6,248250
