Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,67.0,0.050,324141,0,14.26,47.3,76688
1000,63.8,0.050,592041,0,14.38,47.4,76998
1500,66.2,0.050,899530,0,14.50,47.5,77276
2000,67.8,0.050,1234565,0,14.62,47.5,77576
2500,64.6,0.050,1516891,0,14.74,47.6,77879
3000,67.4,0.050,1846485,0,14.86,47.7,78134
3500,67.6,0.050,2177781,0,14.98,47.8,78424
4000,63.8,0.050,2441641,0,15.09,47.9,78718
4500,63.6,0.050,2706728,0,15.21,48.0,79007
5000,62.2,0.050,2947051,0,15.33,48.0,79279
5500,66.4,0.050,3259539,0,15.44,48.1,79589
6000,67.2,0.050,3584899,0,15.55,48.2,79892
6500,67.6,0.050,3914362,0,15.66,48.2,80160
7000,65.4,0.050,4212415,0,15.78,48.3,80441
7500,67.8,0.050,4545078,0,15.88,48.3,80802
8000,63.0,0.050,4796182,0,15.98,48.3,81142
8500,68.0,0.050,5136610,0,16.10,48.4,81415
9000,63.8,0.050,5405897,0,16.21,48.4,81672
9500,63.6,0.050,5668207,0,16.32,48.5,81944
10000,64.8,0.050,5947644,0,16.43,48.5,82243
