Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,45.4,0.061,-71169,0,16.27,42.8,391291
1000,50.8,0.056,-46351,0,16.29,42.8,391852
1500,48.8,0.050,-62566,0,16.31,42.8,392358
2000,49.4,0.045,-66246,0,16.34,42.8,392926
2500,44.4,0.039,-154573,0,16.36,42.9,393337
3000,45.4,0.033,-231166,0,16.38,42.9,393841
3500,47.4,0.030,-262940,0,16.41,42.9,394342
4000,45.0,0.030,-323316,0,16.43,42.9,394859
4500,45.8,0.030,-393341,0,16.46,42.9,395385
5000,46.8,0.030,-434941,0,16.47,43.0,395964
5500,49.8,0.130,-412430,0,16.50,43.0,396458
6000,45.6,0.124,-478968,0,16.52,43.0,396981
6500,48.6,0.119,-497982,0,16.54,43.0,397517
7000,45.0,0.113,-581954,0,16.56,43.0,398057
7500,47.6,0.108,-607345,0,16.57,43.0,398595
8000,46.6,0.102,-658753,0,16.60,43.1,399093
8500,48.2,0.096,-678198,0,16.62,43.1,399624
9000,46.4,0.091,-724909,0,16.64,43.1,400188
9500,45.0,0.085,-792638,0,16.66,43.1,400696
10000,43.6,0.079,-897465,0,16.68,43.1,401235
