Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,55.6,0.211,108291,0,12.13,38.2,272201
1000,49.4,0.208,101182,0,12.14,38.2,273162
1500,50.0,0.205,103324,0,12.16,38.3,274165
2000,49.0,0.201,95337,0,12.18,38.3,275061
2500,49.6,0.198,86602,0,12.19,38.4,276095
3000,49.2,0.195,77940,0,12.21,38.4,277145
3500,53.0,0.192,138274,0,12.22,38.4,278086
4000,50.4,0.189,150514,0,12.24,38.4,279070
4500,47.6,0.186,114814,0,12.26,38.5,279994
5000,48.8,0.182,96399,0,12.28,38.5,280852
5500,45.0,0.179,13948,0,12.30,38.5,281847
6000,53.8,0.176,89978,0,12.31,38.6,282864
6500,49.8,0.173,90467,0,12.33,38.6,283779
7000,48.2,0.169,63416,0,12.36,38.6,284585
7500,51.8,0.166,96950,0,12.37,38.7,285413
8000,51.8,0.162,136145,0,12.39,38.7,286244
8500,51.2,0.159,160334,0,12.42,38.7,287089
9000,53.4,0.155,224446,0,12.44,38.8,287856
9500,49.4,0.151,223282,0,12.46,38.8,288631
10000,48.6,0.148,198406,0,12.48,38.8,289546
