Batalhas,WinRate_Bloco,Epsilon,Reward
500,40.2,0.29677716240795654,-600080.0
1000,38.6,0.2218804345838647,-1237835.0
1500,42.8,0.16411635175377115,-1770695.0
2000,42.6,0.11916063265789448,-2304820.0
2500,40.400000000000006,0.0878428469531078,-2890670.0
3000,48.0,0.06334437549779878,-3249915.0
3500,44.6,0.05,-3701400.0
4000,46.2,0.05,-4110335.0
4500,43.8,0.05,-4586325.0
5000,48.199999999999996,0.05,-4933115.0
5500,45.4,0.05,-5365955.0
6000,43.6,0.05,-5848445.0
6500,49.8,0.05,-6155185.0
7000,46.400000000000006,0.05,-6580065.0
7500,47.8,0.05,-6950065.0
8000,46.2,0.05,-7359195.0
8500,43.4,0.05,-7843380.0
9000,46.2,0.05,-8241895.0
9500,46.2,0.05,-8644720.0
10000,47.4,0.05,-9002260.0
