Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,41.80,418,582,173541,0.3370,4.64,34.26,-727,0,0.25,2.90,35.4,0,63327,108
2000,38.50,385,615,178963,0.3340,4.73,34.63,-825,0,0.17,2.85,35.9,0,65453,196
3000,42.80,428,572,184037,0.3310,4.84,34.95,-697,0,0.14,2.80,36.8,0,67443,275
4000,44.50,445,555,188875,0.3280,4.93,35.29,-636,0,0.14,2.91,35.4,0,69340,350
5000,43.00,430,570,193589,0.3250,5.02,35.65,-679,0,0.14,2.88,34.7,0,71189,427
6000,42.80,428,572,198239,0.3220,5.11,35.92,-680,0,0.31,2.88,35.2,0,73013,501
7000,43.60,436,564,202689,0.3190,5.20,36.22,-669,0,0.14,2.93,35.5,0,74758,577
8000,47.00,470,530,206984,0.3160,5.30,36.52,-558,0,0.14,2.90,36.2,0,76442,656
9000,45.60,456,544,211392,0.3130,5.38,36.79,-601,0,0.15,2.93,35.9,0,78170,747
10000,44.90,449,551,215421,0.3100,5.47,37.06,-618,0,0.15,2.82,34.2,0,79750,836
