Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,69.20,692,308,463843,0.0500,16.09,48.79,145,0,0.19,3.48,37.7,0,177268,118
2000,70.50,705,295,464866,0.0500,16.15,48.83,171,0,0.18,3.44,36.1,0,177670,221
3000,70.40,704,296,465788,0.0500,16.21,48.86,181,0,0.16,3.52,38.6,1,178032,315
4000,68.60,686,314,466705,0.0500,16.27,48.89,123,0,0.19,3.46,40.9,4,178392,443
5000,69.50,695,305,467715,0.0500,16.33,48.93,163,0,0.19,3.50,37.1,1,178789,554
6000,71.30,713,287,468541,0.0500,16.39,48.96,205,0,0.19,3.48,36.3,0,179114,674
7000,67.70,677,323,469406,0.0500,16.45,49.01,106,0,0.19,3.41,38.6,2,179454,794
8000,71.10,711,289,470421,0.0500,16.51,49.04,193,0,0.19,3.53,38.6,0,179852,926
9000,71.30,713,287,471333,0.0500,16.56,49.07,231,0,0.20,3.63,35.4,0,180210,1068
10000,71.30,713,287,472294,0.0500,16.62,49.09,215,0,0.19,3.52,41.0,3,180588,1243
