Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,70.50,705,295,366383,0.1214,9.95,44.38,170,0,0.22,3.35,37.2,0,139001,114
2000,69.50,695,305,367901,0.1174,10.02,44.44,133,0,0.22,3.37,35.5,0,139597,227
3000,71.20,712,288,369436,0.1135,10.09,44.51,180,0,0.20,3.34,35.4,0,140199,331
4000,71.10,711,289,371039,0.1098,10.16,44.60,179,0,0.21,3.37,37.1,0,140829,444
5000,74.70,747,253,372483,0.1056,10.24,44.67,282,0,0.21,3.43,38.5,0,141396,562
6000,74.00,740,260,374017,0.1017,10.30,44.73,292,0,0.20,3.55,34.5,0,141998,665
7000,72.10,721,279,375430,0.0975,10.37,44.79,225,0,0.61,3.49,36.4,0,142553,781
8000,70.10,701,299,377045,0.0938,10.43,44.84,167,0,0.23,3.35,37.5,1,143188,991
9000,72.70,727,273,378495,0.0896,10.51,44.91,238,0,0.26,3.44,37.3,0,143757,1260
10000,70.10,701,299,380181,0.0861,10.57,44.96,173,0,0.21,3.42,37.2,0,144419,1375
