Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,74.60,746,254,381497,0.0815,10.64,45.03,309,0,0.22,3.51,35.8,0,144936,112
2000,70.40,704,296,382960,0.0774,10.71,45.07,182,0,0.22,3.47,36.3,0,145510,227
3000,71.90,719,281,384321,0.0730,10.77,45.12,215,0,0.22,3.42,35.6,0,146044,341
4000,70.20,702,298,385677,0.0686,10.84,45.18,154,0,0.21,3.39,36.9,1,146576,454
5000,71.30,713,287,387024,0.0641,10.91,45.23,198,0,0.21,3.43,37.1,0,147105,575
6000,73.10,731,269,388302,0.0594,10.98,45.30,240,0,0.22,3.44,37.2,1,147607,704
7000,71.20,712,288,389560,0.0547,11.06,45.36,201,0,0.21,3.45,38.4,1,148101,871
8000,71.70,717,283,390763,0.0500,11.13,45.42,210,0,0.22,3.45,37.1,0,148573,1011
9000,69.90,699,301,392024,0.0500,11.20,45.49,168,0,0.22,3.43,37.9,0,149068,1182
10000,73.00,730,270,393265,0.0500,11.28,45.56,255,0,0.23,3.50,37.8,1,149555,1408
