Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,63.80,638,362,179774,0.3070,7.61,39.68,-50,0,0.24,3.28,41.6,0,66709,128
2000,64.10,641,359,183277,0.3040,7.73,39.83,-37,0,0.24,3.39,43.2,1,68084,258
3000,66.00,660,340,186475,0.3010,7.85,39.98,21,0,0.24,3.46,41.7,0,69338,386
4000,62.10,621,379,189722,0.2980,7.98,40.16,-97,0,0.44,3.28,45.3,2,70613,531
5000,64.60,646,354,193007,0.2950,8.10,40.32,-23,0,0.26,3.44,44.5,2,71902,724
6000,66.70,667,333,196106,0.2920,8.22,40.50,43,0,0.31,3.43,43.5,1,73118,943
7000,67.50,675,325,199051,0.2890,8.33,40.61,77,0,0.30,3.54,39.8,0,74275,1139
8000,66.00,660,340,201914,0.2860,8.44,40.76,21,0,0.28,3.38,41.4,0,75399,1346
9000,66.40,664,336,204806,0.2830,8.56,40.88,28,0,0.27,3.33,44.2,1,76534,1590
10000,68.00,680,320,207534,0.2800,8.67,41.01,80,0,0.28,3.50,41.5,0,77605,1885
