Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,67.50,675,325,17162,0.3970,2.32,20.79,-12,0,0.22,2.97,35.2,0,5984,99
2000,69.50,695,305,29348,0.3940,2.74,24.28,61,0,0.22,3.04,35.7,0,10240,197
3000,71.80,718,282,39752,0.3910,3.10,26.50,139,0,0.22,3.14,37.9,1,13881,301
4000,67.70,677,323,49104,0.3880,3.35,27.94,30,0,0.22,3.13,36.6,0,17154,407
5000,69.90,699,301,57274,0.3850,3.57,28.95,104,0,0.22,3.16,35.7,0,20013,504
6000,69.10,691,309,64747,0.3820,3.79,29.92,67,0,0.22,3.15,35.8,0,22630,611
7000,70.60,706,294,71826,0.3790,3.98,30.86,115,0,0.22,3.26,36.0,0,25110,712
8000,69.70,697,303,77943,0.3760,4.19,31.77,107,0,0.22,3.25,36.0,0,27254,821
9000,71.30,713,287,83909,0.3730,4.40,32.47,162,0,0.22,3.33,38.2,0,29344,937
10000,72.60,726,274,89725,0.3700,4.60,33.13,197,0,0.22,3.36,38.0,0,31384,1071
