Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,75.00,750,250,317617,0.0500,15.21,46.72,312,1,0.16,3.67,51.7,5,120823,107
2000,76.70,767,233,319062,0.0500,15.32,46.76,352,0,0.16,3.69,49.9,2,121390,208
3000,74.00,740,260,320325,0.0500,15.44,46.80,278,0,0.21,3.62,54.3,8,121886,317
4000,75.50,755,245,321575,0.0500,15.55,46.87,321,0,0.25,3.65,48.3,3,122378,416
5000,73.70,737,263,322834,0.0500,15.66,46.93,274,0,0.16,3.61,49.3,3,122872,513
6000,74.40,744,256,323997,0.0500,15.77,46.99,292,0,0.16,3.64,52.1,7,123329,623
7000,71.60,716,284,325348,0.0500,15.88,47.05,206,1,0.16,3.53,49.7,3,123859,731
8000,74.50,745,255,326375,0.0500,15.98,47.11,299,0,0.16,3.61,46.0,2,124267,854
9000,77.20,772,228,327538,0.0500,16.09,47.16,370,0,0.16,3.65,47.2,4,124724,1002
10000,72.60,726,274,328798,0.0500,16.19,47.23,236,0,0.16,3.53,48.6,1,125219,1190
