Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,60.10,601,399,210566,0.2770,8.78,41.20,-160,0,0.26,3.42,44.0,0,78795,154
2000,65.10,651,349,213727,0.2740,8.88,41.31,-4,0,0.29,3.44,43.7,0,80037,329
3000,61.40,614,386,216955,0.2710,8.99,41.46,-123,0,0.20,3.32,46.1,1,81304,449
4000,62.50,625,375,220183,0.2680,9.10,41.61,-90,0,0.23,3.40,48.2,3,82572,598
5000,61.20,612,388,223461,0.2650,9.20,41.75,-124,0,0.23,3.38,45.6,0,83858,732
6000,62.80,628,372,226515,0.2620,9.30,41.92,-76,0,0.24,3.45,44.9,0,85057,890
7000,63.30,633,367,229359,0.2590,9.41,42.08,-43,0,0.24,3.54,46.9,1,86173,1054
8000,62.80,628,372,232401,0.2560,9.50,42.22,-76,0,0.23,3.46,44.1,0,87368,1214
9000,64.90,649,351,235012,0.2530,9.60,42.33,-10,0,0.23,3.46,44.2,0,88393,1409
10000,66.10,661,339,237522,0.2500,9.71,42.48,36,0,0.23,3.53,45.0,0,89378,1629
