Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,63.40,634,366,95628,0.3670,4.76,33.52,-63,0,0.23,3.26,37.3,0,33700,109
2000,63.30,633,367,101369,0.3640,4.94,33.91,-89,0,0.29,3.17,40.4,0,35951,224
3000,66.70,667,333,106711,0.3610,5.12,34.32,33,0,0.32,3.27,39.4,0,38046,338
4000,65.20,652,348,111903,0.3580,5.27,34.74,-20,0,0.23,3.34,38.9,0,40083,451
5000,66.10,661,339,116672,0.3550,5.44,35.15,5,0,0.22,3.27,38.8,0,41953,567
6000,67.90,679,321,121096,0.3520,5.59,35.54,64,0,0.23,3.35,37.9,0,43688,675
7000,64.50,645,355,125488,0.3490,5.76,35.97,-20,0,0.22,3.36,39.5,0,45413,788
8000,67.10,671,329,129880,0.3460,5.90,36.25,45,0,0.23,3.34,39.2,0,47136,944
9000,64.80,648,352,134034,0.3430,6.05,36.52,-27,0,0.23,3.26,39.1,0,48766,1053
10000,67.80,678,322,138111,0.3400,6.19,36.83,64,0,0.25,3.30,39.6,0,50366,1220
