Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,75.10,751,249,339867,0.0500,17.40,47.80,318,0,0.16,3.73,51.3,6,129566,106
2000,74.00,740,260,340997,0.0500,17.50,47.86,284,0,0.16,3.61,49.4,4,130009,204
3000,76.10,761,239,342049,0.0500,17.61,47.91,342,0,0.16,3.61,49.3,2,130423,304
4000,74.20,742,258,343177,0.0500,17.72,47.97,285,0,0.16,3.64,53.8,7,130866,415
5000,76.20,762,238,344242,0.0500,17.82,48.03,338,1,0.29,3.68,49.5,3,131284,514
6000,78.70,787,213,345192,0.0500,17.93,48.07,426,0,0.16,3.74,51.1,5,131657,623
7000,75.50,755,245,346353,0.0500,18.04,48.11,316,0,0.16,3.59,53.1,7,132113,741
8000,77.80,778,222,347484,0.0500,18.14,48.17,394,0,0.16,3.69,49.7,2,132557,866
9000,77.70,777,223,348615,0.0500,18.23,48.21,389,0,0.16,3.71,48.3,2,133001,1019
10000,76.10,761,239,349598,0.0500,18.34,48.27,348,0,0.16,3.66,48.6,4,133387,1198
