Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,76.00,760,240,259385,0.2158,10.90,43.55,328,0,0.26,3.61,42.1,1,97960,116
2000,76.60,766,234,261232,0.2125,11.01,43.64,346,0,0.21,3.63,44.0,2,98685,237
3000,76.10,761,239,263254,0.2095,11.11,43.73,308,0,0.22,3.53,44.0,0,99480,358
4000,75.40,754,246,264919,0.2059,11.23,43.84,306,0,0.35,3.53,44.0,1,100133,480
5000,74.50,745,255,266834,0.2028,11.33,43.94,258,0,0.22,3.49,43.0,1,100885,604
6000,73.20,732,268,268648,0.1995,11.42,44.02,233,0,0.22,3.54,40.3,0,101597,716
7000,73.10,731,269,270503,0.1962,11.51,44.12,250,0,0.22,3.58,40.9,0,102325,836
8000,74.70,747,253,272218,0.1927,11.61,44.21,278,0,0.25,3.50,41.5,0,102998,1001
9000,74.70,747,253,273999,0.1894,11.70,44.31,278,0,0.26,3.52,40.8,0,103697,1198
10000,75.40,754,246,275602,0.1856,11.81,44.40,306,0,0.26,3.62,44.1,1,104326,1454
