Batalhas,WinRate_Bloco,Epsilon,Avg_Reward_Bloco
200,24.5,0.04996170339735633,-132.5
400,21.0,0.04996170339735633,-185.0
600,20.0,0.04996170339735633,-200.0
800,14.000000000000002,0.04996170339735633,-290.0
1000,23.0,0.04996170339735633,-155.0
1200,19.5,0.04996170339735633,-207.5
1400,25.5,0.04996170339735633,-117.5
1600,17.0,0.04996170339735633,-245.0
1800,22.0,0.04996170339735633,-170.0
2000,18.5,0.04996170339735633,-222.5
2200,22.0,0.04996170339735633,-170.0
2400,23.0,0.04996170339735633,-155.0
2600,22.5,0.04996170339735633,-162.5
2800,18.5,0.04996170339735633,-222.5
3000,18.0,0.04996170339735633,-230.0
3200,22.0,0.04996170339735633,-170.0
3400,22.0,0.04996170339735633,-170.0
3600,21.5,0.04996170339735633,-177.5
3800,22.0,0.04996170339735633,-170.0
4000,15.0,0.04996170339735633,-275.0
4200,22.5,0.04996170339735633,-162.5
4400,19.5,0.04996170339735633,-207.5
4600,19.5,0.04996170339735633,-207.5
4800,21.0,0.04996170339735633,-185.0
5000,25.0,0.04996170339735633,-125.0
5200,18.5,0.04996170339735633,-222.5
5400,22.5,0.04996170339735633,-162.5
5600,20.0,0.04996170339735633,-200.0
5800,20.0,0.04996170339735633,-200.0
6000,21.0,0.04996170339735633,-185.0
6200,22.5,0.04996170339735633,-162.5
6400,26.0,0.04996170339735633,-110.0
6600,20.5,0.04996170339735633,-192.5
6800,21.5,0.04996170339735633,-177.5
7000,21.0,0.04996170339735633,-185.0
7200,20.0,0.04996170339735633,-200.0
7400,18.0,0.04996170339735633,-230.0
7600,21.5,0.04996170339735633,-177.5
7800,19.5,0.04996170339735633,-207.5
8000,19.5,0.04996170339735633,-207.5
8200,24.0,0.04996170339735633,-140.0
8400,26.5,0.04996170339735633,-102.5
8600,25.5,0.04996170339735633,-117.5
8800,23.0,0.04996170339735633,-155.0
9000,23.0,0.04996170339735633,-155.0
9200,19.0,0.04996170339735633,-215.0
9400,23.0,0.04996170339735633,-155.0
9600,24.5,0.04996170339735633,-132.5
9800,21.5,0.04996170339735633,-177.5
10000,22.0,0.04996170339735633,-170.0
