Batalhas,WinRate_Bloco,Epsilon,Reward
200,69.0,0.2336621402557154,380470.0
400,72.0,0.18308858911759848,776960.0
600,67.0,0.14425234605172624,1131130.0
800,62.5,0.11494554464131897,1445050.0
1000,64.5,0.08999034370459799,1784300.0
1200,66.0,0.07084868413762582,2134670.0
1400,67.5,0.055887484446281666,2495350.0
1600,63.0,0.04397118214333715,2812190.0
1800,66.0,0.03420008691182565,3167000.0
2000,72.0,0.026871658837560704,3575710.0
2200,68.0,0.021270397396204295,3946470.0
2400,68.0,0.016898258339083483,4319370.0
2600,71.0,0.013062612253987693,4717020.0
2800,66.5,0.010343396410359747,5075880.0
3000,68.5,0.01,5450970.0
3200,69.5,0.01,5830940.0
3400,65.5,0.01,6179340.0
3600,66.0,0.01,6530930.0
3800,69.5,0.01,6915190.0
4000,64.5,0.01,7254900.0
4200,65.5,0.01,7606280.0
4400,70.0,0.01,7997960.0
4600,75.0,0.01,8436870.0
4800,66.5,0.01,8794610.0
5000,64.5,0.01,9131240.0
5200,73.5,0.01,9552850.0
5400,69.0,0.01,9932850.0
5600,71.0,0.01,10335770.0
5800,71.0,0.01,10740570.0
6000,68.5,0.01,11117050.0
6200,72.5,0.01,11526900.0
6400,70.0,0.01,11915470.0
6600,66.5,0.01,12276540.0
6800,66.5,0.01,12636170.0
7000,64.0,0.01,12968550.0
7200,67.5,0.01,13333130.0
7400,69.5,0.01,13708210.0
7600,67.5,0.01,14075110.0
7800,68.5,0.01,14449830.0
8000,61.5,0.01,14763250.0
8200,63.0,0.01,15086890.0
8400,66.0,0.01,15441680.0
8600,68.5,0.01,15812770.0
8800,68.5,0.01,16187130.0
9000,67.5,0.01,16551120.0
9200,64.0,0.01,16882220.0
9400,67.5,0.01,17242260.0
9600,66.5,0.01,17600370.0
9800,74.5,0.01,18029320.0
10000,68.5,0.01,18409750.0
