Batalhas,WinRate_Bloco,Epsilon,Reward
200,70.5,5.650016464051903e-08,394480.0
400,65.0,4.485063646828398e-08,738750.0
600,66.0,3.560485510826775e-08,1097210.0
800,70.0,2.8018808527968883e-08,1481780.0
1000,66.0,2.1828572490970064e-08,1836130.0
1200,68.0,1.714940955768865e-08,2211400.0
1400,75.0,1.3546224156415519e-08,2651400.0
1600,73.5,1.067497154194488e-08,3080190.0
1800,71.5,8.378306760007385e-09,3483080.0
2000,69.0,6.562946945606641e-09,3863770.0
2200,68.0,5.148130614960746e-09,4237820.0
2400,66.5,4.059369724109651e-09,4593630.0
2600,70.0,3.2122507824047676e-09,4981770.0
2800,67.5,2.5471270311247012e-09,5355590.0
3000,70.0,2.007640434595903e-09,5747600.0
3200,69.5,1.5908274690795966e-09,6143310.0
3400,75.0,1.2630109747022198e-09,6576380.0
3600,67.0,9.99292927621117e-10,6945450.0
3800,71.5,7.866567277536948e-10,7348670.0
4000,72.5,6.072165623728787e-10,7756340.0
4200,71.0,4.780089809413792e-10,8154300.0
4400,68.5,3.7294215071108387e-10,8524730.0
4600,66.0,2.93937560120455e-10,8871240.0
4800,70.5,2.3471258875271107e-10,9268550.0
5000,67.0,1.8395766462934874e-10,9626180.0
5200,73.0,1.4751061324808183e-10,10046470.0
5400,73.0,1.1625013124628625e-10,10462970.0
5600,70.0,9.188045151782546e-11,10851480.0
5800,69.0,7.255772045583765e-11,11236990.0
6000,68.0,5.716697829375508e-11,11608180.0
6200,69.5,4.5113002509109984e-11,12001100.0
6400,71.0,3.556331263352253e-11,12405540.0
6600,67.0,2.8188349443779143e-11,12771050.0
6800,67.5,2.242671844652407e-11,13135910.0
7000,75.0,1.7736899208491408e-11,13574480.0
7200,66.5,1.4134116633439746e-11,13937500.0
7400,61.0,1.1217058671857582e-11,14243600.0
7600,71.0,8.918965672116665e-12,14643420.0
7800,64.0,7.005348621869416e-12,14985180.0
8000,66.5,5.557054245674765e-12,15347010.0
8200,71.0,4.411048348655108e-12,15745480.0
8400,69.0,3.528090529325603e-12,16130290.0
8600,70.5,2.7704250445222677e-12,16523240.0
8800,68.5,2.190642509006356e-12,16902300.0
9000,69.5,1.7475053099506996e-12,17283870.0
9200,67.5,1.385461683772607e-12,17648280.0
9400,73.5,1.1061967737836459e-12,18072130.0
9600,69.0,8.686819287117514e-13,18453230.0
9800,67.5,6.905727335593289e-13,18820700.0
10000,70.0,5.456705548441208e-13,19213670.0
