Batalhas,WinRate_Bloco,Epsilon,Reward
500,57.199999999999996,0.0,-205600.0
1000,52.2,0.0,-583400.0
1500,56.599999999999994,0.0,-802200.0
2000,57.4,0.0,-1001000.0
2500,52.6,0.0,-1361600.0
3000,57.199999999999996,0.0,-1560400.0
3500,52.2,0.0,-1939200.0
4000,55.60000000000001,0.0,-2205600.0
4500,56.39999999999999,0.0,-2427000.0
5000,51.6,0.0,-2826400.0
5500,55.60000000000001,0.0,-3086600.0
6000,55.00000000000001,0.0,-3360200.0
6500,53.800000000000004,0.0,-3680000.0
7000,55.400000000000006,0.0,-3946000.0
7500,54.6,0.0,-4229800.0
8000,56.599999999999994,0.0,-4454000.0
8500,57.4,0.0,-4648200.0
9000,56.599999999999994,0.0,-4874400.0
9500,60.8,0.0,-4944600.0
10000,54.6,0.0,-5241600.0
10500,59.8,0.0,-5347000.0
11000,56.99999999999999,0.0,-5554400.0
11500,55.800000000000004,0.0,-5807000.0
12000,54.0,0.0,-6120600.0
12500,54.0,0.0,-6427200.0
13000,52.800000000000004,0.0,-6776200.0
13500,56.39999999999999,0.0,-7006800.0
14000,55.400000000000006,0.0,-7273600.0
14500,54.6,0.0,-7560000.0
15000,56.99999999999999,0.0,-7767200.0
15500,54.400000000000006,0.0,-8064400.0
16000,55.2,0.0,-8333000.0
16500,51.800000000000004,0.0,-8724200.0
17000,57.4,0.0,-8918400.0
17500,53.800000000000004,0.0,-9245400.0
18000,58.199999999999996,0.0,-9409600.0
18500,58.199999999999996,0.0,-9569000.0
19000,57.8,0.0,-9744800.0
